,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,bias
0,0.41916027665138245,0.3535781800746918,0.3326655328273773,0.4068014323711395,-0.5799456834793091,-0.41208696365356445,0.5682903528213501,0.3753494620323181,-0.5444504618644714,0.44889137148857117,0.26466813683509827,0.35800889134407043,0.2710675895214081,-0.5754483938217163,0.3998795747756958,-0.04176698252558708,-0.02919888310134411
