,PAR,Ta,Ts,Vpd,Ustar,RH,Fdif,PARdif,PARdir,VWC_5,VWC_25,VWC_50,VWC_100,VWC_150,VWC_200,bias
0,0.6484014391899109,0.021305155009031296,-0.26766932010650635,-0.5197873115539551,0.32619398832321167,-0.043901875615119934,0.015533716417849064,0.4480170011520386,0.2352028489112854,0.049045369029045105,0.2783685624599457,0.017113398760557175,0.2758468985557556,-0.23641933500766754,0.15365362167358398,-0.007208019029349089
1,0.29197773337364197,-0.11267758160829544,0.28376176953315735,-0.35482874512672424,-0.4461556077003479,0.10480569303035736,-0.39251863956451416,0.5292374491691589,-0.5483113527297974,-0.16127818822860718,-0.09586204588413239,0.15282303094863892,0.15488635003566742,0.36214497685432434,-0.02296062372624874,0.02493656985461712
2,-0.024997537955641747,-0.27464964985847473,0.08111028373241425,-0.21655455231666565,0.2704966366291046,0.34808287024497986,0.04575871303677559,-0.24527153372764587,-0.18719127774238586,-0.13483826816082,-0.30199214816093445,-0.29412660002708435,-0.2219693958759308,-0.14576001465320587,0.35445624589920044,-0.016008611768484116
3,0.20253780484199524,0.07402247190475464,-0.25204581022262573,0.7387961745262146,0.32003313302993774,0.002772265113890171,-0.15890862047672272,0.06912064552307129,-0.2562701106071472,0.12365487962961197,0.2608647644519806,0.0347672663629055,-0.23157864809036255,0.4559706747531891,0.4459685981273651,0.047890182584524155
4,0.48068439960479736,0.3127855062484741,0.3250155746936798,-0.1172303631901741,0.3402930200099945,-0.06580731272697449,0.14276985824108124,0.17133201658725739,0.20927506685256958,-0.2882619798183441,-0.16314885020256042,0.16836535930633545,-0.07159268110990524,0.11177505552768707,0.5640429258346558,0.01771964505314827
5,0.28106072545051575,-0.02865985780954361,0.4062289595603943,0.15165887773036957,0.16132307052612305,-0.15469177067279816,0.5821572542190552,0.02255222760140896,-0.17770467698574066,-0.3445127308368683,-0.014950506389141083,0.24714632332324982,-0.23208431899547577,0.35956525802612305,-0.37313175201416016,0.048873063176870346
6,-0.13974490761756897,-0.22316397726535797,-0.6311228275299072,1.3791333436965942,0.04204615205526352,0.050820790231227875,0.6398956775665283,-1.0481643676757812,0.4308343231678009,-0.11363301426172256,-0.14531953632831573,-0.08094660192728043,0.22537916898727417,2.1301677227020264,0.43530890345573425,0.3640781342983246
7,-0.4767300486564636,0.15796521306037903,-0.43606260418891907,0.6603041887283325,0.00703610572963953,0.08262141048908234,0.16028521955013275,0.08058872073888779,0.3058558404445648,-0.16484545171260834,-0.08701705932617188,-0.012542913667857647,-0.3922187089920044,-0.1982426643371582,-0.28058186173439026,-0.03854665532708168
8,-0.9535089135169983,-0.07591651380062103,0.1477663516998291,-0.24783410131931305,0.03583844378590584,0.32061779499053955,-0.08869298547506332,-0.27475911378860474,-0.2173481583595276,-0.07395737618207932,-0.15304583311080933,-0.5458340048789978,-0.35185930132865906,0.08475685864686966,-0.12833429872989655,-0.16435135900974274
9,-0.21938413381576538,0.026731126010417938,0.09178321808576584,0.1415727436542511,-0.048516906797885895,-0.24389059841632843,-0.03845708817243576,-0.27436313033103943,0.5137261748313904,0.02488262578845024,-0.21876975893974304,0.2747892737388611,-0.4589650630950928,0.21610237658023834,-0.15170741081237793,-0.06054846569895744
10,-0.7512635588645935,-0.3357326090335846,-0.4727022647857666,-0.43396925926208496,-0.4570673108100891,0.7623671293258667,-0.14261671900749207,-0.4399203360080719,-0.9461109042167664,-0.10836927592754364,0.7524125576019287,0.07168291509151459,-0.17647142708301544,-0.22463005781173706,-0.49368807673454285,-0.008435244672000408
