,PAR,fdif,PARdif,PARdir,bias
0,0.2480860948562622,0.06814191490411758,-0.2884994149208069,-0.06986997276544571,-0.025306211784482002
1,-0.5171552896499634,0.4469009339809418,-0.1954510360956192,0.48243314027786255,-0.04437384381890297
2,-0.4028959274291992,0.009517230093479156,-0.08736385405063629,-0.42846259474754333,-0.019389722496271133
3,-0.2824690043926239,0.14850805699825287,-0.23619486391544342,0.011015783064067364,0.046929579228162766
4,-0.07570461928844452,0.37591713666915894,-0.35858696699142456,-0.2600243389606476,-0.06755553930997849
5,-0.11752095073461533,0.010603747330605984,-0.45014554262161255,-0.0835115984082222,-0.04337146878242493
6,0.07534470409154892,-0.05146929621696472,0.5091561675071716,-0.03368310630321503,0.03897926211357117
7,-0.16777941584587097,0.07524231821298599,-0.4247128367424011,-0.01382348220795393,-0.04497849941253662
8,-0.44241949915885925,0.05035543814301491,-0.49523279070854187,0.0678594633936882,-0.07389497756958008
9,0.11212201416492462,-0.3111973702907562,0.40386658906936646,-0.3723514974117279,0.03169369325041771
10,0.21714355051517487,0.13901737332344055,0.3296334147453308,-0.07068915665149689,0.030420107766985893
11,-0.10477181524038315,-0.3171488344669342,-0.512234628200531,-0.30293822288513184,-0.04270331561565399
12,-0.21276764571666718,0.040535446256399155,0.1913270503282547,0.5634350776672363,-0.031194157898426056
13,-0.06827983260154724,-0.3144298493862152,0.5337682962417603,0.14865601062774658,0.05245525389909744
14,-0.10447175800800323,-0.04771150276064873,0.0042177774012088776,-0.612714946269989,0.06708309054374695
15,0.2641081213951111,0.016040971502661705,-0.23945188522338867,0.20032532513141632,0.03507334366440773
16,0.2899089455604553,-0.23031316697597504,0.19469709694385529,-0.4422062635421753,0.02631082944571972
17,-0.2062152773141861,0.5104472637176514,0.081584632396698,0.23210503160953522,-0.027731530368328094
18,0.5089787244796753,-0.5461835861206055,-0.0722261294722557,0.23252683877944946,0.10878124088048935
19,0.1405601054430008,-0.08367349207401276,0.4179956912994385,-0.43747270107269287,0.028753753751516342
