NEE,PAR,Fdif,PARdif,PARdir,Ta,Ts,Vpd,RH,Ustar,VWC_5,VWC_25,VWC_50,VWC_100,VWC_150,VWC_200
-27.0325,783.2834437,0.480131706,494.2465359,535.1512934,27.51666667,26.73,12.68115265,58.2,0.312911747,0.032833333,0.037,0.039,0.049833333,0.059,0.225
-10.2147,1210.068,0.224590286,271.7695178,938.2984822,30.77,32.1215,25.39585402,29.33778038,0.319192305,0.047166667,0.037,0.047,0.093,0.2135,0.3985
-13.382,878.7425,0.289369721,254.2814724,624.4610276,31.33,29.4765,25.46085816,31.17026303,0.322045058,0.047,0.037,0.047,0.094166667,0.212833333,0.3965
-17.5215,1029.766372,0.550900599,470.5493521,383.5963009,25.6725,30.79,14.24008665,48.315,0.32437,0.044166667,0.037,0.035,0.0415,0.064,0.169
-24.5095,1073.524084,0.868788159,910.1241657,137.4547597,29.099,25.0635,12.70918945,61.42666667,0.326185,0.08,0.037,0.035,0.039,0.063,0.164
-18.2115,695.3882592,0.882040171,589.6871272,78.86193317,26.1985,27.215,8.518866875,69.865,0.3321,0.057833333,0.037,0.035,0.040333333,0.064,0.167
-13.3895,1056.84822,0.954225423,727.5910447,34.90283513,26.245,25.467,15.81365871,44.28,0.334925,0.044666667,0.037,0.035,0.039,0.063666667,0.167166667
-25.064,999.1163256,0.865787332,730.1556784,113.1873128,27.079,26.7035,10.10173534,65.92166667,0.341055,0.0565,0.037,0.035,0.039333333,0.063166667,0.167
-14.1781,586.3909761,0.946714707,420.0369645,23.64153925,25.309,27.745,7.17579854,73.39166667,0.34271,0.059,0.037,0.035,0.041166667,0.064,0.1665
-14.3155,1482.429,0.383589862,568.6447359,913.7842641,28.205,20.7165,15.92057024,49.3899691,0.342836511,0.044,0.037,0.046,0.0895,0.2135,0.397666667
-25.5905,1319.022701,0.337360283,491.843874,966.074853,28.235,27.6985,23.31694678,26.09166667,0.342895355,0.0315,0.037,0.039,0.047166667,0.058833333,0.217
-21.979,839.3250481,0.908901403,582.014,58.33488492,27.6245,27.1635,14.10873067,53.775,0.343,0.0375,0.037,0.034,0.038833333,0.0635,0.160166667
-31.4355,955.4572084,0.805903199,851.745928,205.1377393,29.547,24.9335,13.5437772,59.86333333,0.347205,0.077833333,0.037,0.035,0.039,0.063,0.164
-33.943,1038.585463,0.788278523,888.5931777,238.6647042,28.0545,25.7935,10.65629596,65.845,0.348165,0.0665,0.037,0.035,0.039,0.063,0.165
-7.0434,427.9153224,0.981737964,320.2843875,5.957847284,24.121,26.608,12.01650616,52.49333333,0.355165,0.0465,0.037,0.034833333,0.041833333,0.064,0.167
-4.1817,369.3059,0.455363672,168.1684906,201.1374094,21.12,19.29,7.688675295,64.21629608,0.355933552,0.045,0.037,0.045333333,0.097166667,0.222333333,0.3945
-3.1961,241.0728441,0.641487012,256.9542727,143.6060941,28.371,21.7885,14.54822864,54.30833333,0.362805,0.043666667,0.037,0.034,0.04,0.064,0.1735
-26.0855,947.7081564,0.978240656,749.8496055,16.67916281,27.019,26.2335,9.102148359,69.19833333,0.36505,0.068666667,0.037,0.035,0.039833333,0.063666667,0.165
-19.7555,905.8829668,0.508360925,367.5481033,355.4581018,19.8885,23.99,5.904411916,70.55833333,0.36678,0.091,0.037,0.035,0.042833333,0.057,0.129
-20.8935,584.1592715,0.844762106,429.9311065,79.00638432,21.98833333,22.2915,3.863187521,82.86666667,0.377682253,0.074,0.037,0.043,0.054,0.059833333,0.207833333
-20.2955,1220.477815,0.294346745,359.766392,862.4872871,26.875,24.76,19.13517887,34.72833333,0.387682518,0.071666667,0.037,0.041,0.0515,0.0595,0.22
-20.3885,496.0262325,0.849071862,372.1720013,66.156034,29.72,27.69,14.97286459,56.005,0.392714154,0.045,0.037,0.044,0.048,0.056,0.176
-8.23605,321.2332385,0.979101641,224.981019,4.802090003,24.489,28.3565,6.021862326,76.65666667,0.39511,0.06,0.037,0.035,0.042,0.064,0.166
-11.8765,1362.358,0.898473774,1224.042934,138.3150662,26.755,21.022,17.24171835,40.7974646,0.399890854,0.044,0.037,0.045,0.092666667,0.224,0.397
-26.8085,754.4694996,0.22011198,154.2365443,546.4819914,21.96833333,22.2685,10.41881001,53.735,0.401236815,0.033666667,0.037,0.039,0.0545,0.059,0.217
-15.6045,1534.415,0.242836656,372.612207,1161.802793,28.605,21.8835,20.30894514,36.84303724,0.405334934,0.043,0.037,0.045,0.091166667,0.223,0.3975
-6.806312963,162.8055923,0.990278272,261.496564,2.567155617,19.445,20.995,0.540923945,97.23333333,0.406799466,0.070666667,0.037,0.043,0.055,0.06,0.207333333
-15.4965,367.5526122,0.970434085,216.9200598,6.608836427,30.10666667,27.582,15.67401405,54.86666667,0.407294128,0.044833333,0.037,0.044,0.0485,0.056,0.176
-18.053,1348.444062,0.454962169,549.6521359,658.4749867,28.237,29.7735,19.90556055,36.92666667,0.40843,0.042666667,0.037,0.035,0.037166667,0.064,0.169
2.86061,138.3576269,0.94732368,49.01521698,2.72551113,28.375,26.755,15.13812258,52.29333333,0.415760508,0.047,0.037,0.044,0.049833333,0.055833333,0.176666667
-19.9535,734.784556,0.752227014,590.5223159,194.5097354,31.1965,22.558,19.58751746,46.68666667,0.417965,0.043,0.037,0.034,0.037333333,0.064,0.175
2.18105,68.32758646,0.990285744,30.55497879,0.299730556,30.08,26.7735,17.15565599,50.52833333,0.432199839,0.045,0.037,0.043,0.05,0.056,0.175
-13.06527654,516.8730684,0.775232371,506.8518014,146.95449,20.38333333,21.4115,1.394977214,93.28333333,0.442853201,0.073666667,0.037,0.043,0.054666667,0.06,0.208
-14.73945,499.7096281,0.824687961,575.8755839,122.4195426,30.5955,23.8915,13.38104784,62.43666667,0.446805,0.092166667,0.037,0.034,0.039,0.062,0.163
-16.822,1408.338558,0.360058711,489.6325548,870.2360986,28.08,25.4765,23.53789142,24.64666667,0.448042632,0.054833333,0.037,0.042,0.048666667,0.059,0.216
-15.437,580.6138917,0.519965867,377.5232679,348.5306745,30.575,21.9365,20.43785718,42.55166667,0.45785,0.042833333,0.037,0.034,0.038333333,0.064,0.174166667
0.4537,63.18700515,0.988736295,73.36186495,0.835739909,24.52666667,22.527,16.39908309,36.53333333,0.459198818,0.061166667,0.037,0.041833333,0.054666667,0.059,0.214833333
-2.7956,131.9859603,0.983081509,99.25782647,1.708192665,30.14666667,27.208,15.79118863,54.62333333,0.462523631,0.045,0.037,0.043166667,0.049,0.056,0.175
-16.519,666.672893,0.965148971,588.86758,21.26370289,25.5185,25.9565,14.73817255,45.93,0.46449,0.046,0.037,0.035,0.041,0.063833333,0.167
-25.9845,1448.049779,0.353129612,509.0987635,932.5780209,27.15666667,25.3385,21.87150425,26.48166667,0.473273049,0.055666667,0.037,0.042833333,0.0485,0.059333333,0.216833333
-22.1405,1326.465747,0.358241611,455.8791237,816.6674179,27.09166667,25.227,16.88848734,43.03,0.476455311,0.074833333,0.037,0.041,0.051833333,0.059,0.225166667
-35.188,1222.715305,0.265115828,324.876935,900.5381497,29.35,28.2865,16.52096528,50.55166667,0.480935123,0.032,0.037,0.039,0.0475,0.058666667,0.224666667
-11.908,748.8153,0.989841616,741.2085466,7.606753447,22.59,19.71,9.8363525,57.7488417,0.483469261,0.045,0.037,0.045666667,0.096666667,0.223,0.3955
-24.6405,1198.45206,0.360374687,400.7599339,711.3046724,27.97833333,26.645,18.47646355,40.54833333,0.494539353,0.074,0.037,0.041,0.051166667,0.058333333,0.224333333
-0.0295,223.6325018,0.741652144,174.9468016,60.94114545,29.38666667,27.1065,17.66317539,47.19333333,0.497587769,0.0475,0.037,0.044,0.049,0.0555,0.177
-1.2782,1478.329581,0.361954221,544.185973,959.2803258,29.955,29.153,30.81910184,10.54833333,0.503504644,0.031,0.037,0.039,0.046,0.058,0.216666667
-2.9536,214.9313338,0.978111715,308.1628032,6.896099024,29.8405,23.777,11.70382767,65.84,0.5303,0.092,0.037,0.034,0.04,0.062,0.162333333
-45.8055,1119.922811,0.555112772,494.9137325,396.6415655,30.44333333,29.3785,18.75744147,46.92666667,0.56503621,0.032,0.037,0.039,0.046833333,0.058,0.224
-17.9395,730.7246873,0.22160916,145.6643628,511.6386246,26.70333333,23.6335,21.24501774,26.89833333,0.570720514,0.034,0.037,0.039,0.053333333,0.059,0.220666667
-11.5205,280.0417255,0.975114261,187.7715719,4.792088927,29.60166667,27.6815,18.99205019,43.85166667,0.570768878,0.047833333,0.037,0.044,0.048666667,0.0555,0.177
-28.7095,787.3362031,0.524126797,527.5658824,478.9956702,26.07,24.375,15.52244193,44.70833333,0.576256934,0.049,0.037,0.042,0.05,0.059,0.21
-32.9335,1107.475938,0.41567927,417.3910793,586.7270222,26.91833333,25.225,17.29653058,41.11333333,0.579777824,0.0485,0.037,0.042,0.049,0.058666667,0.209666667
4.82435,132.318429,0.192246443,23.50318788,98.7523272,23.25,22.165,14.88409743,38.43,0.625135362,0.061,0.037,0.041,0.055,0.059,0.2145
-20.118,755.0412068,0.769239833,606.0597818,181.8086509,25.49666667,23.395,14.93481614,45.14666667,0.718827822,0.0495,0.037,0.042,0.051166667,0.059,0.211
-16.792,1477.220714,0.350104536,515.051921,956.0856066,29.11666667,30.3535,28.42689316,13.81,0.749758059,0.031,0.037,0.039,0.045333333,0.058,0.219333333
-10.415,1794.260132,0.39599002,708.6421371,1080.903308,30.874,24.0235,28.16884312,22.05166667,0.83978,0.039166667,0.037,0.035,0.044333333,0.064666667,0.172
-17.6545,329.6139956,0.297023884,75.98505767,179.8363147,27.09,25.395,23.89723914,19.38333333,0.988947827,0.033,0.037,0.039,0.049833333,0.059,0.22
-17.259,1384.603458,0.333694756,480.4063935,959.2518111,28.16833333,29.045,26.51906358,15.48833333,1.030857877,0.031666667,0.037,0.039,0.0495,0.058333333,0.22
-25.626,1392.163171,0.360879133,494.1691766,875.1789838,25.95166667,24.8515,15.85680844,43.21,0.407076527,0.075333333,0.037166667,0.041,0.052,0.0595,0.226
-38.1345,1011.127915,0.827516714,926.6920768,193.1548836,28.6355,25.2485,12.24378979,61.92833333,0.283075,0.082166667,0.037333333,0.035,0.039,0.063,0.164
-40.73,1653.538766,0.492736517,788.5550944,811.8034483,30.368,24.062,19.0779057,45.81333333,0.290655,0.042666667,0.037333333,0.035,0.036166667,0.065,0.176833333
-26.627,742.0977557,0.808457471,344.2019638,81.54951521,29.73333333,28.3985,19.58263467,42.51,0.590751509,0.048,0.037333333,0.044,0.047333333,0.056,0.177666667
-15.47,1461.516,0.27467373,401.4400516,1060.075948,30.005,33.0215,24.65058619,28.64076358,0.340516967,0.048,0.0375,0.047666667,0.093166667,0.2145,0.4005
-27.9395,761.157064,0.781025466,478.832547,134.2493147,29.18166667,27.565,14.48345607,56.235,0.399347531,0.045,0.0375,0.044,0.048,0.056,0.176
-14.9855,1732.611826,0.427477729,714.0486524,956.327614,31.3585,26.6315,28.03480629,24.37,0.520535,0.0395,0.0375,0.035,0.045,0.065,0.169
-23.938,1333.590397,0.326141433,365.477918,755.1338186,26.635,24.565,20.98429751,27.5,0.222494218,0.065166667,0.037666667,0.042,0.051,0.06,0.218
-15.8415,1555.981,0.334745497,520.8576333,1035.123367,28.705,21.1685,18.99309337,41.16236795,0.24330679,0.046,0.037666667,0.047,0.0885,0.213833333,0.401
-24.957,802.1434879,0.308315387,362.3173143,812.8342678,25.49333333,22.8885,16.56982266,39.15666667,0.672971864,0.072666667,0.037666667,0.041,0.053166667,0.06,0.220333333
-2.35541835,196.2709,0.567888841,111.4600538,84.81084615,28.73,25.2185,21.3186419,33.995029,0.055398322,0.054333333,0.038,0.049,0.100333333,0.215,0.392
8.01635,79.2580574,0.984719498,92.4419594,1.434479153,25.935,24.4235,5.300173656,80.97833333,0.062966774,0.043,0.038,0.044,0.052,0.057,0.179
5.5226,76.19092347,0.987808918,30.29458799,0.373881842,25.74833333,24.2665,5.245870808,80.99,0.07048717,0.043,0.038,0.044,0.052,0.057,0.179
5.70965,65.74588668,0.996750492,94.55471112,0.308257972,22.82166667,22.597,2.708783313,88.5,0.070785069,0.044,0.038,0.044,0.053,0.058,0.178
-13.0301,286.5139036,0.970684942,355.0316603,10.72209241,24.025,23.5615,5.667346802,77.48166667,0.081459352,0.047,0.038,0.044,0.052666667,0.057,0.177
-1.60015,69.90292127,0.985523785,35.27279005,0.518116863,28.485,26.502,6.736055725,78.89,0.088219016,0.038,0.038,0.043,0.049,0.054,0.162
-5.6302,143.6523179,0.983098661,99.59513196,1.712230067,28.88166667,26.7535,9.008439252,72.31833333,0.09344752,0.038,0.038,0.043,0.0485,0.054,0.162
-4.11345,117.8497388,0.989432615,110.9063355,1.184507059,24.34833333,24.4985,4.854435141,81.03333333,0.110214917,0.044,0.038,0.044,0.052,0.057,0.176
-11.0507,238.7509934,0.976486069,181.8737494,4.379547106,28.65,26.982,9.835925645,69.43833333,0.116127727,0.038,0.038,0.043,0.048,0.054,0.162
-14.9585,309.1334805,0.986702307,321.4741462,4.332476291,24.63,24.025,5.91713775,77.23,0.119877913,0.044,0.038,0.044,0.051833333,0.057,0.179
-5.8209,197.7191722,0.976402479,220.4237973,5.327162961,23.17666667,23.2515,3.850157562,83.98333333,0.137246589,0.0475,0.038,0.044,0.053,0.057,0.177
-0.40625,96.85846946,0.986622658,79.48177685,1.077671272,24.365,24.4085,5.56869778,78.26166667,0.144065685,0.044,0.038,0.044,0.052,0.057,0.176
-7.7727,179.0489367,0.978045325,250.872253,5.631455629,22.89333333,22.8165,3.14240665,86.73333333,0.144929304,0.044,0.038,0.044,0.053,0.058,0.178
-7.91045,184.1520125,0.977267466,243.9305727,5.674147678,24.255,23.8415,5.752309992,77.41333333,0.157342779,0.045,0.038,0.044,0.052,0.057,0.176
-13.6415,268.9202134,0.989240774,273.1799825,2.971172782,24.41,23.7385,5.556392502,78.35833333,0.157953474,0.044,0.038,0.044,0.052,0.058,0.179
-10.9246,200.0472627,0.974955562,235.3321982,6.045160171,25.18166667,24.59,6.165869637,76.96666667,0.161440807,0.043,0.038,0.044,0.051,0.057,0.179
-14.968,296.8930831,0.982367368,310.1371731,5.566690025,23.79166667,23.325,4.928485971,80.155,0.163558129,0.044,0.038,0.044,0.052,0.058,0.178833333
-16.587,650.6421223,0.667868995,330.3521724,164.2840137,24.3085,30.593,10.9513914,57.12666667,0.17033,0.041,0.038,0.034,0.0425,0.064833333,0.166
-16.1495,320.6317881,0.988743089,287.6608327,3.275039225,24.95333333,24.3665,6.671463182,74.77333333,0.171467591,0.044,0.038,0.044,0.051,0.057,0.179
0.55242,145.7434143,0.980331532,103.31727,2.072862474,32.57666667,29.693,17.54708814,55.53333333,0.17951338,0.038,0.038,0.043,0.0465,0.053,0.162
-20.2175,848.7035394,0.346874755,469.6000391,884.2028306,25.06,22.535,16.75751881,37.08833333,0.183588231,0.066166667,0.038,0.042,0.0525,0.060333333,0.218
-24.283,370.7368138,0.325710353,82.76096106,171.332777,23.21,21.4865,10.97448288,54.41333333,0.18748497,0.067,0.038,0.042,0.053333333,0.061,0.218666667
0.17625,179.26495,0.627898547,112.5602017,66.70474832,27.175,27.1685,16.4041418,44.91347708,0.194124694,0.0505,0.038,0.048,0.0985,0.217,0.393833333
0.16972,85.89039367,0.781198309,58.49112515,16.38246903,24.31166667,24.238,6.117709344,76.04833333,0.196721038,0.044,0.038,0.044,0.052,0.057,0.176
-14.9685,196.4192163,0.989964301,105.4638472,1.069132959,25.505,24.6685,6.783454339,75.09166667,0.197971917,0.043,0.038,0.044,0.051,0.057,0.179
-16.1615,423.4269684,0.915547062,459.5119924,42.38683026,24.67333333,24.033,7.287091749,72.04166667,0.200678861,0.047,0.038,0.044,0.051666667,0.057,0.177
-29.566,1578.006983,0.55004333,858.7542923,702.4941511,29.1035,24.54,16.23174256,50.76,0.201595,0.043833333,0.038,0.035,0.035833333,0.065666667,0.177
-8.5685,185.3672995,0.997641614,162.2861999,0.383638239,25.20166667,24.835,6.180184463,76.92666667,0.203308263,0.044,0.038,0.044,0.051833333,0.057,0.176
-5.02045,478.0769684,0.330682868,203.1998408,411.2857,18.26166667,17.708,5.380232611,70.72,0.218080143,0.06,0.038,0.042333333,0.058,0.062,0.217
-5.04885,198.8506361,0.793243673,247.7173216,64.56669661,29.479,23.1035,19.93633347,40.68,0.21883,0.047,0.038,0.034,0.040333333,0.065,0.178
-30.568,391.7674761,0.326247957,99.08642093,204.628649,21.24166667,21.005,6.13209461,71.70166667,0.220381618,0.076666667,0.038,0.041,0.054833333,0.061,0.227
-12.5905,1370.227,0.938928773,1286.545555,83.68144461,26.29,21.3515,15.41085441,45.72902289,0.224641175,0.047333333,0.038,0.047,0.095,0.216833333,0.401
-4.02615,107.0982377,0.995602486,119.2571669,0.52675144,24.60833333,24.567,5.870433896,77.39166667,0.229015235,0.044,0.038,0.044,0.052,0.057,0.176
-27.654,931.3339489,0.588054898,472.1603475,330.7584771,26.035,29.192,14.44957533,48.50166667,0.23156,0.040666667,0.038,0.034,0.041166667,0.065,0.165166667
-18.677,286.3736571,0.988652031,258.4587392,2.966647124,25.065,24.5585,6.469973646,75.68,0.235219484,0.044,0.038,0.044,0.051,0.057,0.179
-15.6035,961.82495,0.998960359,960.8249977,0.999952303,23.65,21.285,11.00964005,55.36502424,0.24068458,0.046,0.038,0.046,0.096333333,0.217,0.397
-11.794,298.4129139,0.973490024,293.1434192,7.982850115,24.63333333,24.2585,6.68434313,74.28333333,0.242931972,0.045,0.038,0.044,0.051833333,0.057,0.176
-21.2585,754.6096762,0.284620677,215.4744817,541.5839437,20.42833333,18.4815,8.665492865,58.18,0.244246333,0.059166667,0.038,0.0425,0.056166667,0.062,0.217
-13.203,230.0949742,0.997537699,188.5548621,0.465424865,25.72833333,24.88,6.781902999,75.40333333,0.263780192,0.044,0.038,0.044,0.051333333,0.057,0.176
-21.7795,623.1470751,0.967967205,551.000723,18.23418531,25.5915,27.0935,6.893889215,74.81166667,0.26796,0.0715,0.038,0.035,0.041,0.064,0.165
-11.507,498.4604121,0.242813572,153.2283621,477.8251699,19.50666667,18.733,4.501488803,77.21666667,0.275426755,0.069,0.038,0.042,0.057333333,0.061,0.2185
-11.844,245.6599154,0.988457983,208.8608263,2.438824145,25.045,24.635,6.11084186,77.00833333,0.279203603,0.043833333,0.038,0.044,0.051,0.057,0.179
-25.5135,1204.777693,0.392621792,617.213883,954.817765,31.9155,24.3565,18.74334431,50.83333333,0.284125,0.095333333,0.038,0.034166667,0.037333333,0.062,0.164
-13.7131,454.1427874,0.972723404,379.5650879,10.64356385,24.5875,27.4835,5.618921664,78.33833333,0.285815,0.072833333,0.038,0.035,0.041833333,0.064,0.165
-4.8758,222.2199375,0.324858827,35.12610055,73.00117686,19.025,20.747,0.964302223,94.95,0.287219638,0.071,0.038,0.04,0.056,0.06,0.222
-16.016,951.7268424,0.68389452,723.1486316,334.2492712,31.2355,24.137,15.47809647,57.95333333,0.2876,0.0935,0.038,0.034,0.038333333,0.062,0.163333333
-15.16573335,1162.2435,0.944169253,1097.354577,64.88892266,25.475,21.32,11.98377659,55.91183771,0.288229723,0.045333333,0.038,0.046,0.094166667,0.217,0.398
-24.2355,624.84805,0.792959397,588.3551586,153.6187192,25.69333333,24.695,8.876326509,67.78,0.295557724,0.046833333,0.038,0.044,0.050666667,0.057,0.177
-4.02855,712.6419313,0.64712042,343.4654949,187.2942903,23.9525,31.625,14.0550158,43.98666667,0.306925,0.0435,0.038,0.035,0.0435,0.065666667,0.169666667
-12.55355,168.9446652,0.997794367,178.4192562,0.394397267,25.095,24.805,5.843651805,78.065,0.307870353,0.044,0.038,0.044,0.052,0.057,0.176
-4.7555,307.2881,0.684512155,210.3424395,96.94566053,19.985,20.1435,5.692928993,71.78448431,0.309104199,0.046833333,0.038,0.046,0.0985,0.2165,0.3955
-24.5045,812.042936,0.257860519,201.5920709,580.1951991,30.34166667,27.355,20.10525601,42.825,0.310247371,0.057166667,0.038,0.044,0.049,0.056666667,0.181
-25.1965,1330.234437,0.362341909,501.2869392,882.1769313,24.30166667,23.915,12.71966737,50.23166667,0.314881719,0.076,0.038,0.041,0.052333333,0.06,0.226
-11.23675,405.2233331,0.716107188,403.166077,159.8307532,29.863,23.03,20.29683245,40.815,0.315375,0.046833333,0.038,0.034,0.039166667,0.065,0.178
-13.3925,658.45495,0.984177511,648.0365541,10.41839593,21.595,20.6815,7.728480096,65.00361175,0.315845109,0.046,0.038,0.046,0.097666667,0.217,0.396333333
-17.922,309.2590876,0.984962967,270.3744652,4.127698167,25.25833333,24.665,7.668104039,71.48,0.319854413,0.044,0.038,0.044,0.051,0.057,0.176
-24.489,1526.817478,0.626068719,892.2309142,532.9016422,30.188,33.928,24.373223,35.005,0.31987,0.040833333,0.038,0.034,0.036,0.0665,0.193
-17.1045,711.5602281,0.300852526,210.3700694,488.8764097,19.13333333,19.323,3.152382482,83.76666667,0.320298197,0.076833333,0.038,0.041,0.056666667,0.0615,0.227
-3.07695,132.1585946,0.857619681,62.43955306,10.36609079,29.32666667,26.1465,16.01929221,51.955,0.321700254,0.055,0.038,0.044,0.050833333,0.056,0.179333333
-26.471,843.9646762,0.341835585,432.9478607,833.5904396,22.88166667,22.142,9.779911603,58.68833333,0.332111645,0.0765,0.038,0.041,0.0535,0.061,0.226333333
-20.9515,383.1521339,0.309510783,76.7259967,171.1684257,23.04,20.5365,13.09833404,45.15166667,0.338479604,0.058166667,0.038,0.042666667,0.0525,0.061166667,0.217666667
-35.241,1191.123988,0.797916089,876.9354747,222.0967252,27.8685,25.49,10.91423344,64.675,0.34364,0.084333333,0.038,0.035,0.0395,0.063666667,0.164
-12.38325,537.8318065,0.562226967,156.1547154,121.5884818,30.04,26.8315,16.83675515,51.34333333,0.362757116,0.0555,0.038,0.044,0.05,0.056,0.18
-34.6885,787.681972,0.862170217,599.8093143,95.88777918,27.67166667,26.5785,12.23146881,59.995,0.36449532,0.045666667,0.038,0.044,0.0485,0.057,0.177
-11.57715,225.1552244,0.992788009,238.2953555,1.73106833,25.65666667,24.8365,7.905877737,71.20833333,0.370961114,0.044,0.038,0.044,0.051,0.057,0.176
-34.988,1185.346284,0.306396497,404.1270712,914.8405889,28.53833333,27.4365,17.07604342,46.63666667,0.384608642,0.05,0.038,0.044,0.047166667,0.057,0.1795
-37.428,780.9721486,0.784029408,628.9565835,173.2538654,26.65833333,25.757,10.59520292,63.435,0.396962641,0.046,0.038,0.044,0.0495,0.057,0.177
-11.191,961.764,0.545609132,524.7472212,437.0167788,30.51,34.3335,24.34696996,31.3194672,0.406411762,0.0505,0.038,0.048,0.095833333,0.219333333,0.3985
-30.944,661.3448492,0.721080242,557.6744391,215.7130517,28.29166667,27.022,13.05774214,58.65833333,0.407354745,0.045,0.038,0.044,0.048333333,0.056166667,0.1765
0.67795,297.1439478,0.991080522,156.3819228,1.407398369,23.8835,28.1815,4.448163978,82.18333333,0.40977,0.073333333,0.038,0.035,0.042,0.064,0.165
-11.67339285,1534.6055,0.279917167,429.5624233,1105.043077,27.71,21.745,16.5685715,45.91928218,0.416523653,0.046666667,0.038,0.047,0.093333333,0.2155,0.401333333
-20.5225,603.8460265,0.397731495,207.1289486,313.6468792,30.21333333,27.2115,19.21205006,45.00833333,0.424996513,0.056166667,0.038,0.044,0.049166667,0.056,0.18
-19.967,769.9784032,0.303412021,227.6733035,522.7033705,21.28833333,19.475,8.049171986,62.91,0.429974295,0.0685,0.038,0.042,0.056166667,0.061,0.219
0.7017,112.2095008,0.986199049,161.0068472,2.253143174,28.8035,23.788,10.38944697,67.98,0.435655,0.091166667,0.038,0.034,0.040166667,0.062,0.162
-26.819,851.33195,0.326062051,429.8790439,888.5173873,24.75833333,21.835,16.6640629,36.37166667,0.436705947,0.0575,0.038,0.043,0.051,0.061,0.217333333
-19.185,901.1314202,0.539807164,404.3020015,344.6728697,33.69166667,31.4015,26.2202046,37.19,0.437186481,0.037166667,0.038,0.043333333,0.044333333,0.053333333,0.163
-22.378,1061.936662,0.52292103,466.4835676,425.5891174,26.216,29.9635,18.58750672,34.39,0.440765,0.042666667,0.038,0.035,0.042,0.066,0.17
-20.7105,1379.553937,0.341731864,486.9185321,937.9369866,25.99,24.365,19.39633407,30.63,0.446513584,0.056333333,0.038,0.043,0.048833333,0.060166667,0.217
-36.077,1239.183076,0.321236057,348.722671,736.8424872,29.69,27.9665,20.23524745,40.455,0.465257851,0.049,0.038,0.044,0.046666667,0.056333333,0.179
-10.8031,1359.520044,0.466816463,568.7977071,649.6634069,28.172,28.52,22.11942236,29.55166667,0.46722,0.0415,0.038,0.035,0.038,0.065333333,0.17
-16.614,1479.6915,0.286114427,423.3610855,1056.330414,30.725,34.013,25.85019857,27.90054575,0.480130314,0.051,0.038,0.0485,0.095166667,0.2205,0.400166667
-13.9535,1588.962189,0.442643453,657.2081146,827.5266309,29.7535,27.3885,24.75591572,27.40333333,0.49418,0.039833333,0.038,0.035,0.040166667,0.065,0.169166667
-7.8624,377.56795,0.748668113,282.6730848,94.89486516,28.55,30.1415,19.52770921,39.02577732,0.502120431,0.05,0.038,0.048,0.097333333,0.217333333,0.395166667
-5.9978,836.6805004,0.383404772,257.2980897,413.789254,38.18666667,32.1215,40.16391162,23.175,0.515793671,0.038,0.038,0.044,0.044,0.053,0.167
-14.3075,1612.128,0.276089925,445.0922983,1167.035702,29.505,32.708,23.61224502,29.84878425,0.524918447,0.048,0.038,0.048,0.091833333,0.216333333,0.402
-4.4263,281.6266,0.985300948,277.486956,4.139644018,29.575,31.9515,21.78137757,35.49843989,0.528465632,0.05,0.038,0.048,0.0965,0.218333333,0.3965
-10.4015,1119.624761,0.398634057,392.9123086,592.7343065,37.85166667,32.8585,40.01562306,22.18333333,0.535330686,0.037333333,0.038,0.044,0.043333333,0.053,0.167
-26.555,1022.93738,0.252864404,254.1743121,751.0059675,29.77333333,28.622,20.0566842,41.235,0.537456262,0.048,0.038,0.044,0.047,0.056,0.178333333
-9.6876,397.8842531,0.415376672,217.2248983,305.7339317,21.42,20.28,9.4822406,56.57333333,0.544750564,0.075,0.038,0.041,0.0565,0.06,0.221
-15.556,606.8495585,0.775579682,353.3931962,102.2572085,33.80333333,30.93,27.1957728,35.22666667,0.575279748,0.037666667,0.038,0.043,0.045,0.053,0.162166667
2.171375,169.6091832,0.794419446,47.7388829,12.35390959,36.82333333,30.9435,31.82898519,34.895,0.597099493,0.038,0.038,0.043,0.045666667,0.053,0.166
-8.58945,335.9130868,0.958117078,216.1535605,9.448889841,33.43666667,30.325,24.60684189,40.29333333,0.604990234,0.038,0.038,0.043,0.046,0.053,0.162
-14.9015,1611.190355,0.430939559,648.8620953,856.8295544,29.3215,25.4585,24.18637755,27.455,0.65771,0.042166667,0.038,0.035,0.040166667,0.066,0.172
-8.2814,492.2398087,0.3367262,113.0208792,222.6253496,37.73,31.673,37.54699383,26.545,0.704056022,0.038,0.038,0.043666667,0.0445,0.053,0.166
-12.912,1651.282,0.277296168,457.8941709,1193.387829,28.54,34.927,20.96911511,34.49660316,0.738784184,0.048166667,0.038,0.048,0.088833333,0.218833333,0.403
-11.671,1759.276016,0.410644609,697.5549862,1001.12794,29.986,24.7315,26.28293091,23.85333333,0.747095,0.039333333,0.038,0.035,0.045,0.065333333,0.172
-19.668,440.6513245,0.28951834,110.9589796,272.2947364,23.80833333,21.842,14.10891687,43.26833333,0.759577912,0.074,0.038,0.041,0.054,0.06,0.221
-16.76,645.8982708,0.220577223,146.1008903,516.2562105,22.55166667,20.6215,12.09888608,47.905,0.796211713,0.074666667,0.038,0.041,0.055666667,0.06,0.221
-6.30098335,543.41585,0.372315601,202.3221988,341.0936512,28.81,27.3585,20.98279028,35.34216533,0.147414912,0.054,0.038166667,0.049,0.099333333,0.215,0.393166667
