,dPAR,dTa,dTs,dVpd,dUstar,dRH,dFdif,dPARdif,dPARdir,dVWC_5,dVWC_25,dVWC_50,dVWC_100,dVWC_150,dVWC_200,NEE,PAR,Fdif,PARdif,PARdir,Ta,Ts,Vpd,RH,Ustar,VWC_5,VWC_25,VWC_50,VWC_100,VWC_150,VWC_200,PredNEE,TrueNEE
0,0.366155132941174,0.0960758670367493,0.10127542832786463,-0.1903390577347461,0.050918806168574894,-0.12059057522103511,-0.13981788197288178,0.3523542516601181,0.1535686586987163,-0.017364137074319556,-0.008370210539441002,0.026044796898360402,0.07782153937945094,-0.3324841983235645,0.0694178958124235,1.0725425,118.93376380000001,0.10296288099999999,3.9326298960000003,34.26200734,32.47833333,29.3565,9.765023733,75.18,0.250915863,0.063,0.065,0.07200000000000001,0.15783333300000002,0.126,0.39133333299999995,11.007578029841186,1.0725425
1,0.35590596459959783,0.08851653214179357,0.08858255778901285,-0.16381934610066756,0.0451085724792982,-0.12035943822155133,-0.11978992129181548,0.3292161337912312,0.15996320765898278,-0.009798053098885285,-0.016497480806220974,0.02031092731262044,0.08931349821073244,-0.26893930010043665,0.08520912907737431,-13.147,25.88924761,0.5089109629999999,5.424481557999999,5.234517669,26.63666667,26.406999999999996,7.580209128,73.81666667,0.356665626,0.0415,0.044000000000000004,0.059166667,0.132,0.122333333,0.4,5.268400561705233,-13.147
2,0.36026055940541013,0.09653695004622756,0.09974322516527458,-0.18404734322559227,0.05129274109685104,-0.12424462573491518,-0.13366807986969026,0.34371850444169466,0.15247983488092526,-0.016296899915487828,-0.010883433021952542,0.02765362113333135,0.07846842601679145,-0.32466504461875756,0.06849190246097214,10.32955,102.3170751,0.177345495,6.374535978,29.56963032,25.48,22.785,1.5799396159999999,94.2,0.231963063,0.048,0.047,0.06,0.1005,0.131,0.435833333,6.90050897909701,10.32955
3,0.3667094740664698,0.0963885181812131,0.0990930315725912,-0.1843836356141869,0.05360022186408106,-0.129496122337969,-0.1391489607360664,0.3514828748641487,0.1566373619262724,-0.017178963440294598,-0.014797219924455424,0.025157021204759763,0.07120049847607456,-0.3380185142705464,0.06182365592018738,4.96035,106.03177340000002,0.164162369,9.15592826,46.61768359,28.22,26.245,4.403847633,86.0,0.12252852199999999,0.13016666699999999,0.08900000000000001,0.08516666699999999,0.177333333,0.125,0.39583333299999995,9.17321983961761,4.96035
4,0.35960298781249667,0.09529201742143716,0.09710836536135298,-0.17963060687418295,0.050991847879609725,-0.1250884371560384,-0.13199222180298747,0.340678003623795,0.15376223676940315,-0.015523645408858594,-0.012377412164242044,0.026555204840222137,0.07863539331070077,-0.3181754912654954,0.06903974112557983,3.34005,105.5316777,0.257151597,9.854286113999999,28.46663515,25.25333333,22.865,1.235648647,95.4,0.270354985,0.049833333,0.049,0.061,0.10233333300000001,0.131666667,0.43700000000000006,6.356478989824653,3.34005
5,0.3311006810532234,0.11077571216297014,0.1627133970645162,-0.2990005808758004,0.03809114310924561,-0.05201699581123543,-0.15458590577761722,0.3836039378609712,0.10841619526962208,-0.021687972569802767,0.019599886508060837,0.03660721639742207,0.10199372774818126,-0.3828842392496882,0.09617083071666546,2.04412,146.03289919999997,0.083723294,11.43227902,125.11608740000001,25.34333333,22.38,14.84086616,45.03833333,0.7656627309999999,0.11199999999999999,0.048,0.044000000000000004,0.055,0.059000000000000004,0.204,9.388402764320373,2.04412
6,0.3227280305744944,0.08418925490904651,0.08903303590853892,-0.1528620889700216,0.03928664147158726,-0.10416841214981605,-0.10442359022426217,0.30423467530560044,0.1526896200999142,-0.0005468857257166845,-0.024032833492576153,0.013044420847833853,0.10341142060637143,-0.2038124543319669,0.10655512768022476,13.9725,104.926479,0.159703017,12.25871777,64.50074507,18.125,16.165,9.004002387,50.3,0.319480535,0.09866666699999999,0.067,0.073,0.1245,0.141,0.46816666700000004,6.995496614485978,13.9725
7,0.35868929422554147,0.08540655528998789,0.08159099527262528,-0.1517563169769854,0.04662937632534193,-0.12715594790071189,-0.11762218420431288,0.3239419895562935,0.1648528835739265,-0.00937055314692504,-0.021292862861153932,0.017749385753377946,0.08497393643077639,-0.2618139567441317,0.08096923109175998,-0.11505,64.78900074,0.709464875,12.26160486,5.0212871969999995,31.52,29.15,8.348847131,77.70666667,0.249625512,0.054166667,0.061,0.069166667,0.15366666699999998,0.127,0.39433333299999995,4.8620154695063835,-0.11505
8,0.3658411868901201,0.0938192185697937,0.09502726467082581,-0.17877422063844736,0.051386933374565964,-0.1268949042829866,-0.13537613891110176,0.34559032132606843,0.15817952040628602,-0.015666918103191006,-0.014053219688022547,0.023900447362955667,0.076211924762485,-0.32124271707105945,0.06784004241114171,1.07455,86.22413171,0.347636431,12.34802582,23.17191604,30.15666667,28.58,5.984949135,82.81666667,0.275895562,0.078,0.07,0.075,0.163,0.126,0.39083333299999995,8.279856378018858,1.07455
9,0.36562111325873436,0.10394690273624162,0.13943938270237216,-0.2559090591474287,0.04910782953140113,-0.09510010581506885,-0.14918464141805682,0.3796090735800769,0.13480956579183292,-0.027376482387363114,0.0019286346478708096,0.03499337284213513,0.0779787863727352,-0.3923175070181312,0.06620149809803022,-1.6544044999999998,46.9631273,0.995215365,15.02442098,0.072231968,31.38166667,29.04,7.340086338,80.21333333,0.22911011399999998,0.055,0.063,0.071,0.08800000000000001,0.057,0.196,3.58926417838037,-1.6544044999999998
