,NEE,PAR,RH,Ta,Ts,Ustar,Vpd
0,-0.5406122943471203,12.8323864964905,0.145240572357880,-34.2181017562743,-28.5565594946517,15.5367478928734,2.74700535384287
1,-1.0,2108.11715037167,217.340187564796,-636.575446205346,-2913.14762262546,-1282.96770882108,-368.337010427740
2,-0.24154814114834477,691.097436423677,1162.59855209057,1318.11934435784,1048.48684242782,753.263311223830,1102.30729547727
3,-0.41500973241905137,-3151.16299954728,-15123.5608433661,-851.638780701567,-14483.5686330569,9992.99064565233,-6860.36340316907
4,-0.4673564165313821,42.1343039221703,-72.2785283571108,-57.1654345014567,-19.6495708642199,-42.5188270096905,11.9075783214510
5,-0.5092237487178246,533.220993525052,-264.675026078144,-306.153384308695,-364.013651297492,-1258.97904680097,708.579097655121
6,-0.12385613788535949,-406.454174031989,1712.37855389821,3982.51753392433,-1083.56992262825,1029.33196726011,-1901.67437678392
7,-0.5789795901884294,-1.85219559158452,114.846601187118,-144.168008629462,-49.9670627422955,59.5067723660736,76.5876133817863
8,-0.5405474384757659,-28.8675823899760,370.300980226216,-421.305184650778,-118.856262531283,162.390754464622,244.752849737648
9,-0.6287111854167172,-163.290530767815,1510.09615608726,-1576.28663152961,-375.360197724121,627.297622765859,960.363972193385
10,-0.5255286601568495,9.70735455994826,61.5592896206102,-87.4700328699741,-47.5678522856375,34.8854003193132,36.2049366037401
11,-0.5957306583315162,9157.08479527489,105.991953347824,-3219.96790676579,-11800.8648875259,-1600.65967584476,-1115.46523980193
12,-0.22080880036829742,26.2518539584521,13.6011570723351,42.3802731976606,26.7712140205570,-38.8798547938090,60.0672210340034
13,-0.4523644528442087,372.675442421918,-372.252036442631,-366.438363212085,-235.091435119594,-410.945516051307,75.4408155233444
14,-0.538926607060648,283.367431002328,27.4806317702435,-82.0187607201456,-375.064889461978,-168.868767795690,-45.5871157696978
15,-0.7382237729479135,71.0620740416595,-3.01973701174788,-12.1346847993269,-80.6233953458600,-53.5597770751733,-17.4826518406537
16,-0.15100999087333328,440.432238319722,5951.22062355712,-6842.81553794147,-2392.68072459015,2222.09139982347,3395.59502899577
17,-0.7261492896545598,157.769753412653,-79.2045215256907,-229.491176000631,121.828531075522,78.8933454049705,262.078114561086
18,-0.5199211714440326,69.3932697921190,38.4330124152551,-81.0738477732348,-124.503965568163,-13.1446855364602,13.8764360864952
19,-0.7590640724318125,141.315793488767,-76.0777198175392,-92.0026070901433,-108.191021229342,324.125410594878,26.1345656649828
20,-0.7311219338841641,246.799821316034,9.36680552883797,-55.2588205897614,-297.351909352233,-173.756441415053,-52.6492798752017
21,-0.1289606099521053,108258.890522004,-135772.538968469,160485.263695945,97496.5841976727,-261087.240883888,-164006.879497876
22,-0.4841619216075857,-16.5718689771860,252.516086425665,-335.338312995114,-118.939528179050,127.565464712878,177.911248608406
23,-0.03325175870062114,45.1437713427014,-2.93125106323485,17.1021065506718,14.3906502695196,11.5610456129883,-38.1600478164820
24,-0.5633686284962,64.4130069804356,42.1311925371845,-17.4764285546112,17.7003405475335,75.6565161343343,-14.0529966405380
25,0.15995897038275453,-72.3560266627545,-104.015326751130,120.240350483118,-22.6010774664686,-70.3852910227396,-103.084297436791
26,-0.4521609200972435,1.79790781557696,214.523053714969,-261.415373784705,-85.6920575749810,93.7915974331726,144.068381299600
27,-0.7575391921688354,69.0865030607740,-9.98270496113074,-8.73554324086164,-70.9755074494654,-73.3166183803344,-10.9576397666972
28,-0.10342209622575987,-239512.068003605,128592.571595918,71963.1824796314,206262.946473274,156347.754771228,225745.718160676
29,-0.15824671076542862,9863.91119911445,-12009.9013635061,13614.4382087852,8288.71836047336,-22266.3164181533,-14120.5354151895
30,-0.29905906488010153,77.7396020140246,-68.2323540141154,-115.021889366604,26.6013431642683,-104.415832786481,63.4778880339950
31,-0.4805975139928764,-77787.2735441380,-365056.994727337,7005.90642621974,-309917.358334218,222277.682112920,-167852.625445778
32,-0.5704470451406557,4.16071685604347,5.49572460749226,-22.2693011736489,-25.5492006598886,17.9313281437653,4.36747830185647
33,-0.753680146672805,11.5766957784172,-0.0332021491375055,-12.1777025141771,-14.0117655660091,19.6819516374665,3.64392120753513
34,-0.6457254084789159,1.42754632384835,137.920966091867,-166.470440523305,-34.2541663994410,66.1093847745249,104.120498901976
35,-0.12862138870716333,-32441.4879606947,9646.36770687274,17015.4066448538,37466.8755259193,-24470.9212896321,38253.6508781147
36,-0.010766236178753608,5.88585024272729,-18.2026066965904,29.1219298439871,17.7624290535880,-41.5324361574552,-6.46030531194902
37,-0.4457593306034101,-273.542393283316,-1969.40636692885,-101.531567048159,-1988.28521269501,1178.30002898206,-922.659259045372
38,-0.4446705919410725,271.601818402161,25.8687285266876,201.458923094273,73.0308047771026,237.889687754705,-285.250959172510
39,-0.2935006824808381,1503.42697037406,-532.632867442258,-681.557612373572,-900.586361991531,214.071473198810,-1409.67273090650
40,-0.4177412711104651,676.830086592968,1384.93242469551,1222.85382889786,1282.59307058040,528.079080590942,1172.65458065863
41,-0.523566992157528,-73.0451272454478,4878.66385394122,-5141.64990678228,-1826.42456922538,1695.12712795526,2975.56596274958
42,-0.45442105433193614,-544.071134663710,-3092.79627764068,-1.83298694744247,-2806.04077643360,1836.79149288484,-1445.68364355955
43,-0.38575109237317573,91.1627157292469,19.9897644647482,125.931222592855,67.6569368224253,139.639743340197,-109.641795998621
44,-0.5615510487590157,121.072250641012,66.9105661426031,22.8313799771347,15.1688079030479,148.972728089045,-86.6458542631853
45,-0.541853924870571,-5528.02703508889,47521.8560005173,-49724.7003278284,-12186.1846576874,19981.9799883494,30194.3616740914
46,0.06877306906382996,-366.534845767768,44.9156775846042,19.1214108377154,-26.9558399930494,-63.1555152017322,180.403213415148
47,-0.47020594444848285,-53189.0971818019,459554.896966848,-472764.609824264,-107031.913284959,187350.892312208,291189.199229731
48,-0.41823233424600015,-26.4733648938478,-210.044775541378,-29.7868682345426,-172.608191909739,109.888938179703,-75.8595163334978
49,-0.13128669848885022,44.1121771440238,-37.7588036848800,-16.1294002278831,-21.4446864424371,-15.1688242022954,17.3022403575700
50,-0.47408915057384937,139.111352676831,-6.37505701923554,-94.1739844039068,-267.543348152428,-38.7058149059553,-25.8605841248962
51,-0.49518241218611947,964.971259126078,632.001450969177,-962.143434717302,-1677.26436918948,-334.362490100531,167.173054371519
52,0.048048266337137435,-207.207717423053,88.5695948286660,61.4227009151488,137.586376726895,133.782514157565,176.667115523745
53,-0.43759504252380615,187.797610116102,17.9727549823477,113.104238222417,-6.08016687870578,89.2569359106747,-138.603740507041
54,-0.6156445607488714,321.562810708893,42.5153138202640,-124.299816128484,-463.966351733400,-177.140954240427,-47.3795364631845
55,-0.6020110973807274,262.386263280869,-126.441833243112,-107.133945326192,-246.292730664394,-754.024418365041,313.908636354219
56,-0.5862906156865596,-195.743807751549,1827.11687813694,-1912.35247924554,-453.843664773328,761.525117643772,1165.91689285785
57,-0.7020773262904543,14.2829119495697,-12.3348231437776,-8.97938027923337,-24.0517389523002,13.8152559230480,-3.14074543831766
58,-0.559849127312964,53.0497717975577,-32.8864609448363,12.8353567757969,12.8159020719255,-112.269645192545,-39.6589828921065
59,-0.3716814874043922,158.277182835937,-505.608550476889,-328.481294899750,-210.592422700681,-94.8781140051279,-44.2886457222497
60,-0.11146648574866946,298.582506619056,-159.737642438805,-300.303467921769,219.333025421281,245.168511623793,416.553713508892
61,-0.4605994523999904,25.0328103398394,32.2579711486014,-79.3957061854115,-45.1899421630542,21.1174297969918,34.9864745279164
62,-0.7192168835259626,23.8648872383856,30.3463866398974,26.1726120881687,27.1743394424004,28.0604334495998,25.8197995874408
63,-0.5876927301656532,-12.7273389005834,247.722757014685,-276.246823083340,-59.8402890445360,102.273242205037,168.827878597268
64,-0.5744097954172825,11.0217484117496,34.0079037090657,-62.2877792849135,-29.1818717283389,32.9586384687094,26.1422585183001
65,-0.6672562654971611,3535.91980129170,-1914.19245337403,-2322.03795545876,-2445.04633025497,8807.12357388574,788.344831466590
66,-0.565610057102243,107.880261104404,-36.6944352480181,-52.5387585176411,-213.103617825493,-32.2076951222629,-37.1853199073401
67,-0.23159603595745204,4133.34116582164,-1582.35042401896,-2020.80830813443,-2552.61210019311,383.617380145090,-3833.95163612194
68,0.2128774845937016,-22.9424002828903,2.31793364473425,3.07844875191909,-31.1294331262817,-15.6833660525583,11.6664747254552
69,-0.25026128112556845,109293.288685646,-16133.0662527826,94200.4112733079,27697.1605313529,91681.9475011621,-124738.878520871
70,0.08759177146180108,-18960.1205638695,657.441212232440,434.109961686742,-4857.02404378460,6722.51161817600,229.970661268650
71,-0.9140477978887516,12.3971771615120,1.10314258066265,-8.48194676443647,-12.6415277362286,-0.777202671555412,2.85150401501407
72,-0.6454128403317908,-179.532838798884,27.3150342876282,-445.383101969887,448.429951229376,-142.182798950102,-312.666702278721
73,-0.639356125770315,57.1883725122469,48.2572323309479,46.4047192882515,44.4811027211165,79.6513452449206,52.7886101913580
74,-0.6676798074515601,-365.566971543415,3371.66349496423,-3505.35621034052,-789.217194278202,1384.31529190105,2164.87231572013
75,-0.46594170240604793,26.1182289826095,-170.786118518485,-28.4704212051611,-219.971804315405,79.2320010403431,-94.9369127342494
76,-0.22715708366649712,-9614888.97978467,82728499.8238976,-85196244.8853410,-19331285.6079593,33772441.7151939,52430079.7271148
77,-0.5847043525316405,0.142551821164165,117.852450403242,-127.980984478255,-27.0870851099911,31.6987320116588,71.9154644920844
78,-0.42346603345367617,79.7933777643077,141.833605732120,130.029844279389,123.271711223070,77.7607873448591,102.171923339770
79,-0.5587216205083474,18.4524481354103,-0.0866250347036157,-11.7172605815417,-6.34819283820490,6.77971247997376,-11.8278080219838
80,-0.5386477995040909,20.0319648038663,23.8220097049320,-11.1531070195742,-2.87063244743516,30.5733940795849,17.1755384910537
81,-0.5889481718397908,42.7032732483513,-12.9742991756773,-31.5447806950127,-27.8863572769437,96.7281010601209,13.4739962614746
82,-0.4688118372061093,46.4667309201615,51.4593548583756,-72.5012316623391,-69.0106267674035,32.4534742380472,31.0506211077022
83,-0.5580346167203768,100.881491333862,16.0593736307531,-48.0474772383927,-149.491449305352,-42.2393165303424,-15.0977510582097
84,-0.7423533877702666,24.3302498875057,-11.8717217570919,-14.3667270522555,-16.5591060348406,54.9903632175121,4.78949384895663
85,-0.41948422217376213,51.7150694154865,7.37489921974877,-36.4118346542474,-54.9501272486979,22.4471750697554,-1.63583670904438
86,0.22376487121707733,210.464446718984,-38.9928092902246,-129.045347127061,-443.638896035130,-867.073492381959,243.715795371251
87,-0.07099416054856933,2031.07772284696,-820.451742873257,-765.584261702390,-1879.21935811877,-6528.00276752682,3121.10069611198
