,Rn,PAR,fdif,PARdif,PARdir,Ta,Ts,Vpd,RH,Ustar,O3,VWC5,VWC25,VWC50,VWC100,VWC150,VWC200,NEE
549,-6.387637419,2.983845313,5.052278874,0.393392609,8.12371546,-0.047187314,-2.12171851,17.00858463,-6.714714038,7.373141872,-2.297731766,4.374894193,-12.33270686,2.069217507,-3.538476027,4.293308463,0.208730839,0.442259665
364,-7.499718628,2.984068214,1.900062281,2.343870173,1.815384093,-2.933094584,-0.829381148,15.71441149,-3.814784342,6.254689353,-8.142618568,1.127834088,2.623017477,-1.288956806,2.790543677,4.863636532,3.089348551,0.500854539
398,-17.72633311,3.010179404,2.283629998,-6.335180198,1.30536609,2.159076667,-2.151960631,27.07817653,-3.101932676,7.257952158,-13.39560241,-0.228739714,-8.241154273,6.082165054,0.81722721,4.166442536,-0.071436923,0.413134862
491,-1.357760076,3.038535615,-1.049960239,1.302958613,0.134123439,-1.215919114,-1.380298629,10.85378781,-4.838711968,1.746771504,-6.349743477,6.585919197,-3.956241315,-1.825079099,3.283383389,6.142660608,0.878035293,0.377212593
676,-15.69727863,3.038759552,4.392514552,7.597855334,5.382385641,-7.531294843,0.38149349,41.34801424,-13.08641129,17.67975551,-20.74300177,3.39448196,12.6078487,-3.116279736,11.54335979,12.8690048,8.414204794,0.629574802
216,-7.65964797,3.182064118,-1.291079752,-3.623382452,4.383432366,-3.991692626,-5.118807235,15.73165574,-2.092863509,10.53425826,-2.782228904,-0.036214977,-7.033356665,0.4521378,-0.075918937,3.060435364,0.149158323,0.562095029
720,-1.656738137,3.192013662,0.498435613,2.266305825,1.771476621,0.387104287,-2.422607453,1.514980313,-1.167307728,1.792441685,-0.797335924,1.144830584,-3.69280865,-1.771681091,-1.452573066,1.4434085,0.037388001,0.38252109
824,-220.5319635,3.266739535,-18.95172049,-189.2083146,-4.846533573,-67.7149022,-34.78581982,46.36670883,88.55793397,80.48593803,-75.37135538,24.43550927,30.83974205,4.903260411,-68.78245082,21.32579195,50.06984187,0.519769476
426,-24.22589751,3.356036734,-15.01391199,12.7697303,5.141496455,0.814882097,-17.31982049,42.05773153,-27.86940185,32.09117413,-24.75868066,13.34512739,-26.88665202,-0.75514193,2.64074958,-24.50153377,-15.54243857,0.457580937
386,0.939016813,3.360527501,-3.458783991,0.402338311,1.406410497,-2.353424265,-1.892971724,12.64571325,-7.358954653,2.477270216,-7.450337978,10.22955395,-6.989766386,-3.133565234,4.75971604,8.980394737,0.155401673,0.313855897
323,-6.71635116,3.3983349,4.362556735,-0.042609653,2.735723129,0.330599959,-0.210163866,8.389266851,0.258453125,3.648423117,-1.709752566,-0.725832369,-3.85333853,0.920187968,0.507204865,2.680774446,1.25473951,0.463457687
806,-446.2063145,3.50273231,11.62537535,-58.98752678,-86.7107663,-130.7310069,-107.2432217,521.7247317,33.14092201,229.1944002,-115.3280176,-6.975059517,-76.4535078,-13.58021674,-24.78764605,86.31378659,7.779029599,0.711219487
632,-4.041836112,3.600212884,1.144582409,4.049077899,-4.779150488,-2.332998486,-3.676642507,0.8790959,2.829177526,-0.483538491,0.631553395,-1.582076975,0.357763689,-4.127935467,-3.146253177,-1.668073344,0.397267202,0.65855934
699,-15.2980268,3.619911348,-6.978378685,-6.894800964,-2.602762917,0.099157953,-5.014229443,17.28322473,3.850453084,4.745478257,-9.085900916,3.419082245,-10.41907719,8.808353247,3.906104701,-5.08699455,-5.949231631,0.712502446
57,-5.828958976,3.701386233,-0.193508135,-1.738923877,-5.914679032,3.118283516,1.846723228,1.405264239,8.87425835,-6.511231504,-7.213566133,-1.135163218,1.343469961,7.311715879,-2.964387302,-3.88139916,-1.859035212,0.664638217
51,-6.19678795,3.923363174,-1.040587369,-3.06409588,-0.147840064,-0.401193229,-2.127156821,6.119574458,3.256368286,0.574206395,-3.506301105,0.661024305,-3.804358814,2.521205981,0.097234916,1.515860861,-0.84441183,0.646165654
434,49.78733876,4.097499894,-37.89483165,25.99385835,-31.34313032,-9.984490544,-8.787424798,154.3314204,-105.4565691,0.513090936,-92.48818052,143.8367625,-103.0635772,-17.66230903,87.68569856,115.1306662,-17.60238171,0.356295101
22,-30.23500805,4.219971335,5.733911873,-14.17822871,-44.3785155,-4.127029841,-15.24607097,-54.40163677,39.04982534,-22.74917324,35.79054176,-12.63063405,-18.63245548,-5.405848624,-34.63215706,-23.73781966,-5.410602989,0.728712783
443,-4.146401651,4.282611327,0.558241744,4.136871447,1.265737908,-3.001672528,-1.284677262,10.80795614,-3.819280392,2.249119573,-5.9151158,0.334543038,0.919896492,-1.950003747,1.566022553,2.931404242,1.552593077,0.189250078
466,-2.185025185,4.346215494,-6.759733491,-1.103340864,-6.52772747,-0.996683317,-4.179739488,-5.3109922,4.725945154,-2.71082081,-5.044490473,-0.221956075,3.31610232,-4.749886565,5.440102889,3.800228495,0.096889521,0.667914804
721,-5.225833853,4.3600022,-2.624068823,-2.410550513,-1.44022483,-0.598236862,-2.731627632,1.99189446,4.196754873,-0.095411095,-3.499515454,-0.366585111,-1.006389635,0.304775366,1.19930605,1.576791943,-0.294127424,0.692076241
571,-6.57592212,4.419375774,1.255110785,-3.964452053,1.331775637,-5.623940209,-5.855080719,16.1028174,-3.65877975,13.97920023,-8.876441163,1.493622727,10.26730118,-2.796386507,-6.511436845,-5.226499406,1.399881819,0.468464075
853,-94.19368448,4.490203774,-3.104909951,-82.87948015,44.19321326,-4.151967166,-32.16692972,192.3289954,-45.64250848,97.98283394,-44.86449949,-16.0273314,-100.8397831,47.45675098,20.2022107,61.03487763,17.08250586,0.560703167
54,-1.78418217,4.490668856,0.846287584,0.617444925,-7.610367126,2.257097451,3.528269304,3.532873293,5.229830325,-5.584729378,-11.22000918,-1.579569519,7.193643451,6.377371808,-9.366777036,-9.252175675,-2.235143285,0.443388979
97,39.53581347,4.500054622,-35.27367737,-13.06380935,7.648276635,-21.81360461,8.741706737,-14.97195325,3.507315488,0.588625464,-18.51403319,16.21739598,-10.87485311,-8.462793339,-8.130663239,4.125576874,-22.66124205,0.315790837
584,-1.852726946,4.541852653,2.915420785,6.261626993,0.333337225,0.274092713,1.346403709,-2.52248516,-3.06795617,-9.203506628,-3.190643895,-1.027245994,5.050312272,-3.064596577,0.149243574,0.543929423,-0.234922944,0.424478357
134,-5.171807813,4.570864056,-1.153723913,-3.058864298,4.985462206,-1.21334863,-0.842997643,3.295673978,1.749489207,3.320093825,-3.035641923,0.833724582,0.768556918,-1.427267729,-3.897607065,0.336423539,1.688409947,0.404567897
406,-11.72817541,5.047667904,-1.870443032,-5.265015303,5.213907744,-0.904886776,-2.621233912,21.48011306,-1.227789387,8.845872334,-10.13324633,-0.307066824,-6.984342668,4.194338156,-0.324790354,4.145093133,1.929295003,0.364193108
579,-19.53249778,5.222750767,3.616841324,-10.77614316,4.514614809,6.590410398,-2.425751388,19.42201781,-3.39640931,5.885849264,-11.8667583,-3.902410491,-8.283183907,5.796296903,2.661921423,9.827598395,5.936604258,0.434090478
843,-18.64043617,5.253344478,10.37766809,6.643384764,4.148430359,1.580152868,0.544971319,25.99723093,-7.302002543,5.832656295,-4.987572245,1.1142176,-6.7789175,5.268662018,8.511786993,12.56801909,10.31049692,0.18696987
663,-17.41969297,5.35857906,13.90797532,22.25439838,-18.58413405,-6.323649558,-8.468293306,55.46264584,-16.53759979,7.799796017,-20.62472552,5.544139541,-4.746294755,-4.660110095,17.79510357,18.29578356,3.244735506,0.481479244
243,-1.60872608,5.454549752,0.270912145,5.630811229,2.050766862,-3.325378734,-0.789791254,6.482915381,-5.025020613,-2.959401655,-3.99536761,-2.117386779,1.859788727,-2.975194846,-0.976499445,0.367135835,-0.385921136,0.225114802
280,-3.857759608,5.486436316,-15.04536323,-13.02704419,-0.124864815,-16.16562864,-7.947604863,64.0263599,3.357563964,36.82194969,-16.59281856,-7.569264607,-20.85261837,19.22360681,-19.80809639,-12.93388941,-5.439710649,0.528432828
217,-8.530859168,5.495586308,-2.439477285,-5.984198096,12.57137237,-7.446332845,-8.746382804,18.56242869,-7.311569177,16.17912117,0.5782735,4.47512597,-12.23168141,-6.215197234,2.571944377,10.4585401,2.193356053,0.585288414
573,-8.425345373,5.501730511,4.52158209,2.77245474,-4.615169855,-5.05235923,0.132422381,2.789021988,-0.30915358,2.709386717,0.010262212,-0.003288273,1.14292056,-0.844940244,-1.257808172,0.90473547,3.039818296,0.580354677
210,-5.129203834,5.621295723,0.82447401,2.014357024,-11.90206508,-1.186963223,-7.331492189,-12.39586414,11.92806083,-7.748476267,8.494191494,-4.468535654,-6.057959779,-5.189749302,-11.03112301,-7.450371895,-2.554279251,0.42121989
159,-14.03705327,5.840190891,6.613481632,2.549869685,11.33454514,-4.551258882,-1.990513277,32.17407128,-8.721002294,12.72170618,-7.542671214,-4.465581282,-8.443796746,4.056597981,-6.395713562,1.259514885,1.763250206,0.435829046
341,-6.337776034,5.844219565,-3.062260005,-2.98422207,-1.33370173,-1.098903554,-3.343963985,11.91374746,0.839735947,0.437852699,-8.003195638,5.491014167,-7.592967535,1.873896978,3.202865838,6.019491042,-1.283415446,0.728250268
78,-2.509803081,5.880955176,-0.746335534,3.69856593,1.874650426,-2.688727849,-2.074819837,8.074287481,-4.239118357,0.331599041,-5.614918617,-0.203810165,-1.317304122,-1.624793582,1.545293689,2.456804817,1.165655772,0.508601492
320,-8.682465772,5.941751641,-0.924119914,-3.066625727,2.298748749,-1.96085906,-2.449884987,10.91128242,1.756910819,3.687557397,-6.199309232,2.442706861,-3.117699179,0.729141865,-0.871304522,3.030538528,1.027684474,0.602052619
268,-7.369618955,5.941906515,0.396401333,1.113259665,2.849132414,-3.590452136,-3.109089383,13.7784531,-0.691651739,6.360248651,-6.622015407,1.112224529,-2.565689834,-0.765277891,-0.987980532,3.666469217,1.097019263,0.584281382
581,-176.6990931,6.034431457,-34.62656965,62.7647444,65.68620626,8.196608215,-75.27444018,214.3200208,-116.3526752,165.5239689,-133.7171158,55.28310123,-153.7207188,-10.35218087,36.87282062,-50.39750153,-62.66864785,0.462198897
166,1.691813089,6.129060461,-5.559042017,-0.876228879,3.24012541,-2.376220138,-1.629714957,22.00284686,-11.78030371,2.706225769,-14.2307794,19.12208067,-13.7559605,-2.739090154,6.177878813,14.53809777,-0.152110737,0.512543302
304,-5.334678323,6.180334307,-5.635784351,-3.32723775,-2.825384482,-5.970486302,-3.830550291,35.71811635,3.141046747,16.73279374,-13.72533307,-3.527465317,-10.08655829,11.56362413,-11.36580388,-7.264056776,-1.917417331,0.197536512
680,-3.409112075,6.427866219,0.932824634,5.518641246,3.23893741,1.156985515,-5.692443354,3.293891464,-2.970876268,4.379313751,-1.569290621,2.509744513,-8.902838063,-3.464239668,-2.323610597,2.640742809,-0.197336031,0.604524163
362,37.84514589,6.439672833,-8.91374612,35.8056257,-4.018958579,-30.74996278,-5.154428247,-19.2607125,6.117673249,4.549863016,17.12970157,19.08300318,24.44103118,-30.1266401,-6.12417889,-16.46138451,-7.982033703,0.671549117
194,1.641504386,6.512050927,5.587625752,18.46603703,-9.733920076,-5.470887387,20.37486524,2.229469463,-4.196777921,-42.05104663,-14.37832645,-14.24048271,43.31076945,-2.594435109,-24.93400881,-24.31705053,-12.35914914,0.388311524
322,2.269900444,6.57156937,-18.72895442,-0.780630556,-10.7632414,-5.315385973,-12.6073183,-27.93501796,9.734374648,0.360095774,0.579853617,-5.386454123,14.21952844,-20.11662777,17.73088945,8.898325034,3.378615524,0.509846615
185,-5.457253588,7.003717201,-0.500924452,2.158004247,1.804642335,-0.968897101,-4.500069087,9.31701015,-0.863482385,6.321494743,-7.253847436,-0.375253962,-7.266809808,2.294122081,6.842549353,4.93185536,4.711363783,0.654809657
646,-8.97366986,7.22533096,-12.40540116,-15.35656659,57.75131366,-40.32066031,-47.16729089,70.25942233,-60.05860835,83.4979209,29.46430041,19.48008251,-66.3204146,-42.85495914,37.89893939,59.9173636,11.37320706,0.528835641
239,-7.399089632,7.235285296,2.001600864,7.343424248,-10.10938769,-4.157386553,-7.57015066,-1.14704716,6.933825697,-2.27470363,2.847981345,-3.361214703,-0.537569288,-7.998626124,-7.483189821,-4.407939313,0.160124103,0.400885037
267,2.997298037,7.513440802,-9.179964276,-4.454432139,11.20224182,-3.077047267,-3.613085647,14.30107031,-9.808223257,0.007983922,-8.238480865,11.67220203,-15.44587789,-4.351462035,0.855051784,10.58945215,-3.345618551,0.294269125
770,-3.507960179,7.529870089,-6.075710687,-1.281935553,1.450239161,-4.716784628,-5.885331937,27.84044474,-11.6613759,5.602236048,-15.33093288,18.44800604,-17.25026475,-3.7867188,9.371739307,18.22624068,-0.785827082,0.650431154
712,-10.91087249,7.730460728,-2.516243821,-4.812314665,-0.940120438,-0.891168543,-5.136628677,12.83049117,5.630654471,2.320813484,-7.197781103,0.603030602,-8.971843482,5.53816176,1.728070326,3.088968418,-1.177125401,0.488604714
559,-33.96583782,7.824181068,-12.41871515,-31.62436455,24.04165635,3.591428458,-0.819845106,28.99425673,-16.56041077,12.2179793,-25.62302601,-3.047887471,-11.52364618,-5.226914252,0.517823491,-21.19558676,-16.94400837,0.474743638
524,-14.21497461,7.862063686,1.373126007,8.347442387,-2.690381464,-10.59274063,-6.336354884,39.1779673,-4.24620146,17.73241286,-14.94606046,-1.504135881,3.474940991,-3.341272993,-0.123487806,3.350241533,4.913735345,0.274329892
546,-58.18013572,8.228887485,53.64811296,-37.82871013,92.01914052,0.069672911,23.28820083,153.6653838,-38.76955459,60.55178028,-20.0886967,34.58941744,-62.81747615,57.58205213,-77.70580639,-8.346786262,13.14576757,0.47952704
846,13.39726382,8.296038224,-12.45909421,8.425835946,18.67210966,-0.51754481,0.234640113,-9.98605354,-10.26478443,-29.72120234,0.902856531,-9.812383891,-13.53109448,-3.17585142,-13.3617012,-8.789040981,-20.26875812,0.343131754
183,4.203059054,8.304614549,-1.956054035,19.69031591,-4.153817329,-17.53934722,-6.113556922,6.930734601,3.394565525,6.129060552,0.509789179,7.744580515,12.97025494,-16.3069304,-1.198590994,-3.190393503,-0.885364231,0.606673457
339,-2.455031291,8.58155973,-1.809498252,5.670752387,1.826369565,-6.009614285,-3.973531117,16.35620965,-6.780846124,2.516102786,-7.613520871,-2.217507296,-1.207488983,-2.292346694,-4.615055299,-2.651433848,-2.17520945,0.319157201
759,-59.96732373,8.90368712,0.946998305,-34.11199279,8.985852469,18.74576917,-10.54397516,70.53057385,-11.0533205,20.94358226,-39.39845459,-13.5121325,-40.0878617,33.01877805,14.01198207,21.54210947,8.8179533,0.574169342
692,-1.668654216,8.968987812,-13.39018814,0.161366341,-10.44692088,-2.825263898,-8.245561904,-10.03041482,6.034410574,-2.990012394,-9.538371726,0.534438214,7.360278095,-11.93615197,11.50902001,8.484588614,1.721812988,0.561412352
737,-8.80164842,8.992098829,-1.701051179,-0.365360203,0.052797279,-2.230308091,-3.976183527,12.91831768,1.171853509,0.642998106,-8.602044763,0.128223213,-5.425229804,2.657110299,1.738174055,3.007342479,-0.081988006,0.550315633
290,-9.022449745,9.046544766,6.348460207,-8.222698344,-0.654680667,-2.222591944,-0.042092125,5.467106598,13.35665176,-9.879209139,-3.804959598,-5.871490703,0.171890692,3.73587809,-1.386695594,15.85784294,2.41312686,0.508680615
83,0.116138522,9.113162881,-9.624867566,5.554978773,-5.053484486,-6.142523898,-15.45025039,17.37267757,-18.07353785,12.97310508,-12.09399549,6.849188902,-3.071480936,-7.187029286,-8.022647393,-22.07946793,-12.04786453,0.499820892
197,-6.828740716,9.173127575,-26.81380814,-25.13467912,-3.441940158,-26.55788765,-12.07710858,111.2451739,10.32982659,64.25400512,-31.72168963,-12.65263236,-34.00442198,37.06159756,-38.25685775,-26.58165211,-9.989980429,0.329292258
163,-0.604698153,9.249996685,-0.376668104,7.866803199,5.355478245,-5.854622538,-0.965276962,0.201043084,-2.219633273,-3.744385206,-2.139190177,1.340471521,5.881693177,-8.45379752,-4.220751299,-0.597371286,-0.354154047,0.554894031
482,-7.134775143,9.275798507,-25.01417053,-24.03063809,-2.562242399,-26.25362039,-13.37016669,109.6068485,7.727174289,64.79431646,-29.7742037,-10.92386093,-34.79300281,34.06385273,-35.56682452,-23.01297046,-8.904305501,0.445683573
814,-24.72124525,9.316492619,-8.854842834,-21.21988348,-5.012395596,-8.841094322,-3.680124307,45.20249165,14.5707397,7.712202311,-20.54281782,-3.288254473,-10.02283957,20.74437909,-1.18689938,-2.03089967,-6.383828039,0.482094972
188,-95.4676411,9.41836651,6.331185456,-16.03558443,13.98391551,20.05235413,-19.97983284,134.081431,-28.02020796,52.10407189,-58.89835998,3.996782275,-68.69365683,34.15218024,17.20671533,16.40353847,-2.888429687,0.327645041
792,-16.06522874,9.444753013,11.83007885,12.10179581,5.725124015,6.704083913,3.60720878,-11.002355,-5.553935942,-20.5913021,-11.54487884,-1.446401105,4.613443163,-5.421272238,16.5954205,14.55454834,4.936590599,0.291909793
820,-34.28277093,9.641647205,29.76509781,-38.5079044,6.162072928,14.50430056,12.46748851,19.45373199,16.4189556,-26.66200904,-18.48297909,-33.31192154,3.610086154,20.24030878,1.279918223,55.57320978,21.65162713,0.567879709
260,-49.47742079,9.853417658,-8.978481722,-27.38131231,14.37545899,-4.793295867,-11.90043072,82.4734112,-11.58798346,30.07696592,-34.62303537,-8.73385279,-24.57985804,17.72857425,11.24891449,12.29692786,4.101101295,0.35708634
575,-94.05381494,9.892472697,23.47933468,-46.05704485,12.02405763,33.21889928,6.894425047,98.92445639,-23.84924337,19.54148852,-66.03350738,-24.11383967,-24.33924939,44.57161435,17.76789995,42.83217513,26.06491051,0.4735352
186,-29.74240625,10.12552103,-4.870688567,2.307058191,15.82666684,1.254489978,-5.289784383,33.93671643,-4.522089188,16.68121442,-19.14130932,-2.796853693,-20.59449176,6.748443711,16.96568619,14.48264026,12.2273903,0.41851529
669,-5.428766906,10.29967856,-1.171742804,6.279880361,4.788729713,-5.006141132,-3.990312701,21.57153049,-9.794407197,4.437472885,-12.88457885,5.582081862,-3.987756905,-4.538947446,1.783557802,7.615366869,0.91197548,0.303778384
850,46.27479431,10.33928388,-49.69986295,33.79934044,-58.50672855,-22.92231349,-23.34255818,-126.6934369,45.79972622,-29.82315929,18.54413633,-20.66262241,74.67723021,-60.85501679,33.72571006,-13.31965461,-4.094657983,0.440720344
302,-10.68903151,10.45850702,-10.00172867,-8.892462033,45.8611235,-35.74839876,-35.76146488,69.97293082,-50.82421878,62.05182012,16.0962838,10.45512494,-49.24044149,-32.57775023,22.90390541,43.65466587,5.668723408,0.436951168
657,-13.53638877,10.5920798,-19.73998902,-26.78693823,47.98112583,-29.79162653,-38.57117874,88.56174613,-41.07890311,80.53641061,8.285145964,14.32150618,-69.42490247,-17.85331304,0.058460888,31.10051493,-2.735751853,0.448237119
630,-12.35997721,10.61263543,-1.918100859,-5.386009331,9.801662087,-3.182913791,-2.85544821,10.91183997,3.004010266,8.962190942,-8.267779415,1.535994748,0.351805613,-1.976732386,-4.902817381,2.664782094,5.017108701,0.466140708
723,4.209039933,10.63941205,-13.83232983,-0.952400963,11.37599681,-25.79209494,4.020493821,24.06870455,15.58930588,14.80363775,-24.66177945,-6.719648047,-0.415672004,-9.986465485,-18.27116106,0.484379752,-16.77931425,0.499308025
403,-40.29439638,11.11846333,17.5813634,4.258182893,74.03143238,-6.677621491,30.92315289,37.83668579,12.0061726,24.1045706,-8.744498844,-6.674449028,-48.00583014,-5.177274133,14.07995602,39.33211127,-8.908337576,0.480462141
645,-38.59999897,11.5096076,-12.2940554,3.383818725,12.58310579,-4.916486021,-15.26440692,57.1478458,-22.30543208,31.31459442,-31.47904505,6.163142444,-20.21589039,-3.648939096,7.067623351,-17.09642827,-12.47724312,0.408020578
705,275.6681558,11.74879805,-32.72935795,218.1748445,-26.2610198,-135.197321,-6.537755565,-361.1715125,63.55956576,-101.1689294,199.0535429,128.628894,166.7523397,-219.2833602,-29.16634897,-102.2977931,-67.33027072,0.492330732
381,-32.17797184,11.98251625,5.899433839,7.229025018,1.531665605,-11.05131103,-7.237406824,53.09686294,-7.945746698,21.91723504,-26.87624975,-0.007739403,10.40108412,-7.416986976,4.662749918,13.37356673,11.41541527,0.566517338
628,-5.05543818,12.1593532,1.831615031,10.60096834,5.482065285,-0.009102939,-8.382985252,7.590915842,-6.563140359,4.035951988,-4.110548741,2.489154251,-11.83645653,-6.615679256,-3.926657984,4.963730494,-0.313679973,0.404946793
803,-25.10938378,12.18847935,4.199331838,-1.371645206,-5.616232722,1.379205373,-0.693533826,27.17487311,7.174490532,-2.649844728,-20.35954623,-3.44586268,-15.20085274,18.72067944,11.78302691,10.11344192,2.018006197,0.506932696
79,-8.038628354,12.56661634,-2.881218903,3.696284295,4.887703471,-7.689997474,-2.542564831,23.30782125,-4.309215145,2.518895678,-12.83616913,-3.819728891,-0.032063896,-0.365875112,-7.070506036,-1.945967033,-0.792184822,0.479447916
719,-29.60581596,12.89968382,8.1253415,18.96672176,2.101810637,-14.95701933,-6.198476447,65.46523309,-15.28524876,25.9713657,-31.67370372,1.501141544,19.50986791,-11.50286682,12.18491776,16.69529388,13.9209996,0.530454085
499,-8.082017844,13.03973925,1.418087817,3.000437325,-4.972180034,-5.956232218,5.92827128,42.82119764,-2.343674372,-2.863250563,-31.27575624,7.68621846,3.555066465,2.604850323,-14.93191057,-0.150357369,-5.531353387,0.210289853
360,-23.16019011,13.24118422,5.668918165,17.02022223,-0.141083826,-12.58706443,-8.531472051,52.16725335,-11.57500657,21.47747726,-24.06490837,2.049446765,7.237690343,-9.778051675,7.125811855,13.11951877,10.02448622,0.163016895
674,-7.502969037,13.50649695,-1.113677166,5.69177777,23.98563636,-10.4061908,-25.1031246,26.52231519,-24.51161674,32.77575856,8.422203225,11.12789798,-37.55455177,-21.19824989,6.497006845,25.19061374,2.411708815,0.533685938
332,-18.11088598,13.56383672,-1.596482938,-2.400818741,8.152142288,-1.710222998,-14.54151072,29.12530706,-10.05799919,21.72937975,-15.23730721,-3.420729026,-21.34357357,4.136316856,19.334437,18.16564758,13.50757516,0.506019174
429,-19.53998617,13.58784391,4.688509667,1.288140192,6.704853958,-16.94673236,8.759567713,56.81746271,-13.85982726,-13.4237638,-23.55349877,-11.75574221,12.01640793,10.86676799,-3.291782939,-3.126662763,-2.587790425,0.375191336
135,-28.91783664,13.68583755,12.59274218,-5.026265302,98.01865434,-32.36609502,78.12008816,85.13966653,-52.06141225,-98.96586061,-13.1634029,65.58861873,59.88257369,-89.51487287,-161.3912405,11.35766947,-74.65318806,0.235055646
731,-22.76668145,14.29992443,-2.879353973,-13.70011945,25.46743791,-7.795195204,-3.172778939,22.3662955,2.682795758,18.92995052,-8.867544525,3.346624879,-1.6391138,-7.019214764,-15.0885653,5.655482978,5.126364589,0.300555882
55,-6.041024126,14.3902514,-10.75437232,3.388549458,-9.286222125,-2.799998426,-12.74011103,-9.09268394,7.724310517,1.905843307,-9.751132886,-4.944823021,5.665033089,-12.02083349,13.5062781,8.484692043,5.679320138,0.31269781
10,-20.75071316,14.5187583,-2.327014508,-3.555435477,10.60045293,-11.14080543,-22.24353981,47.3901101,-14.57869225,25.31736267,-5.832437526,13.13135239,-39.74866182,-4.662277415,15.19359335,26.99141801,-1.070061579,0.87907776
506,25.40566625,14.56938446,4.224591848,-35.52974612,-28.13924118,13.58946568,-23.38255009,-16.36465569,3.255383874,-1.023791358,5.797879974,17.01776646,-17.01813554,2.893075528,-34.03569455,-30.23103442,-15.91136521,0.37932736
391,-11.32322591,14.60082645,-15.89749023,-9.697124679,16.99505749,-22.3475616,-17.35449568,77.2266439,-32.80265196,37.38062551,-25.69694712,29.28962427,-34.12149444,-11.15497448,22.14405215,36.7321458,4.688397696,0.477671224
667,-27.91925304,14.68082293,10.50256089,22.35744353,-18.81257065,-11.51035721,-15.07244004,31.54215991,1.421228056,6.64581295,-10.13656714,-6.525733921,3.532849657,-15.56409535,-3.949197242,3.280570462,5.977727733,0.504183498
306,4.975303952,14.85441553,-6.683487761,15.11819156,2.061768933,-18.23425018,-14.18467627,10.15989082,6.919074015,23.81822919,-0.490654883,-3.647883759,-2.881593016,-3.368493412,1.873569746,-8.612494297,5.817949737,0.320113881
257,-31.28073113,14.93484132,10.1245517,26.41753267,-5.664658699,-17.17314971,-9.206263457,59.61249892,-10.56484328,21.62675974,-26.68521075,-2.030416825,19.6002965,-16.23839087,8.84196295,14.08570236,14.02994629,0.308274062
684,27.24809311,14.99060478,-17.01287441,22.19086864,25.9765078,-11.00622647,24.84957849,155.5239844,-113.254104,-35.23251227,-77.36661671,190.3336906,-62.17056479,-80.09391596,-37.44811622,104.6640671,-60.27403399,0.361962533
811,-8.366454213,15.1019356,-23.60230151,-2.466521632,-23.62440589,0.749847537,-14.20571094,-34.93603964,19.98749267,-10.44530745,-15.03365818,-15.0485309,24.77327114,-19.91051091,22.60029107,10.74535342,6.076693965,0.456631069
372,-18.58162027,15.43166583,-4.641080873,-12.23192432,16.02024043,-3.635937818,-3.256898056,11.95673019,6.491084602,12.10846515,-11.73505456,2.24511998,2.253281243,-3.51289392,-10.61267796,2.346177985,7.030354579,0.491611424
414,-58.32593618,15.63046654,-15.05958205,-9.446466296,13.70766071,-6.394303994,-28.0548353,100.2912072,-23.31501959,56.47895355,-49.50383592,13.53817863,-49.79081114,10.39874801,-2.436120083,-18.06698905,-19.93262782,0.408919714
651,-17.72351678,15.76671076,3.842559965,16.93911926,-17.94918812,-11.18879551,-14.31037668,14.65695563,7.024429224,0.825596601,-3.950094725,-2.100485967,1.418622982,-16.93299717,-8.660512135,-1.648332521,2.853627553,0.387779236
442,-2.393004877,16.08078528,-32.04376338,-1.265069731,-31.43991371,-3.76344689,-16.694184,-47.49498528,27.3629553,-15.60047602,-14.02748953,-12.54308725,30.73368524,-24.92751711,24.41058289,8.505564413,2.268917172,0.681560669
72,-12.84550326,16.41966797,-34.70673105,-32.6478675,1.053852642,-38.68800432,-20.24852123,157.9077126,9.357283338,91.26761774,-43.42256592,-16.06153075,-51.47329252,46.13769296,-48.69733865,-28.39524843,-11.80132211,0.310791642
656,-17.74265542,16.80292492,-4.125178385,-4.070065243,11.78396357,-4.812769206,-5.156818828,39.15863168,-7.734690537,13.27660114,-23.40747838,16.28787922,-9.413989774,-4.060822777,2.025632136,16.85190044,7.180504759,0.149961445
298,-220.1334124,16.9097402,-60.92176797,-34.28522543,34.47923307,28.90831872,-81.34085522,391.8766305,-96.37637468,219.0358551,-167.1229408,32.46953978,-221.4279799,106.7694925,13.01800439,-69.2374105,-52.43223684,0.475988042
270,-145.6751383,17.0552552,-49.81114823,16.26656751,11.62532692,36.94191807,-59.53231039,195.2484219,-72.21265373,119.9481683,-127.6283609,49.83633058,-124.9296315,43.62206606,3.874169476,-65.02638819,-50.06595089,0.485878535
509,-77.85001834,17.39413917,119.015299,-32.43678806,93.94182519,19.87798423,17.4910787,231.3875846,-58.71402593,68.93976584,-10.29928633,52.64260664,-130.7829305,71.63455789,-84.69062237,8.550327619,9.625956392,0.539474214
799,-34.14737304,17.53344226,-27.29750013,-38.48933077,5.259381781,-26.60746037,-16.95684405,172.6896916,-3.642674806,81.52348842,-55.78929593,-28.02125145,-56.42837936,54.34103647,-41.46726562,-17.47771063,-7.466522282,0.270985107
47,-19.7741518,17.76930521,-8.565428281,-8.30298127,7.36161494,-5.363358157,-7.38791294,9.041266896,9.964702012,9.841924983,-14.78205579,-0.715311058,6.584733938,-6.557473185,-3.052096488,4.311508224,7.204582017,0.446992715
822,-30.15273023,17.95872192,6.469114237,1.345939849,10.81771774,-1.389349667,0.08287903,56.59635916,-23.44978695,-4.310835209,-31.1220903,-17.6462836,-6.25996714,8.860913132,-3.049522472,8.778120917,2.623842191,0.441166316
