NEE,Rn,PAR,fdif,PARdif,PARdir,Ta,Ts,Vpd,RH,Ustar,O3,VWC5,VWC25,VWC50,VWC100,VWC150,VWC200
-32.88,647.3761,1343.50721,0.572104991,776.074632,580.4502095,30.7645,26.5415,19.22861242,46.51333333,0.44824,126.681675,0.030333333,0.034,0.034,0.041666667,0.058,0.136666667
-40.9785,640.8859167,1342.894485,0.553020605,749.1397277,605.49285,32.168,25.9865,23.27650103,39.75833333,0.487325,158.6078073,0.031,0.033166667,0.034,0.033,0.057333333,0.136
-24.2225,575.5268333,1214.370861,0.523668383,669.2586124,608.7612834,33.108,25.495,25.70074745,36.59,0.486715,174.3181519,0.030333333,0.033,0.034,0.040666667,0.057,0.136
-21.658,481.9959167,1038.74151,0.487779277,555.2115975,583.0319145,33.6295,25.01,28.01924453,32.67333333,0.646745,158.8587165,0.031,0.032833333,0.034,0.032833333,0.056833333,0.136
-13.18965,337.8543667,760.5480557,0.481126066,438.6684843,473.0852444,33.8365,24.525,29.49055006,29.87833333,0.609555,150.3418022,0.031,0.032,0.034,0.034166667,0.056,0.135166667
-8.4334,171.4255667,444.0040046,0.557398511,335.1480409,266.1238219,33.815,24.185,29.4192374,29.97333333,0.67351,143.3967824,0.031166667,0.032,0.0335,0.035166667,0.056,0.135
-2.25001,28.060811,176.9452015,0.70451158,212.5624929,89.15361628,33.1275,24.075,26.95689558,33.59,0.544125,133.803597,0.032,0.032,0.033,0.0365,0.056,0.135
-6.5354,134.9204733,376.5078961,0.951873029,240.4002593,12.15470542,24.268,31.89,10.07771778,60.48333333,0.13467,25.80739699,0.035,0.035,0.034,0.0405,0.058,0.135
-20.166,283.41885,673.0376549,0.815933486,422.6210841,95.33913129,25.8555,30.2485,12.30727545,55.67166667,0.214005,39.64261545,0.034666667,0.035,0.034,0.039333333,0.058,0.135
-31.9635,401.97595,902.9302867,0.693519902,567.5343298,250.8045931,27.338,29.04,14.40083334,52.09666667,0.216415,51.59519564,0.034,0.0345,0.034,0.037333333,0.058,0.135
-27.523,533.38775,1148.477989,0.699686503,703.9612509,302.1482683,28.523,28.1565,16.68560844,47.80833333,0.27412,75.44575978,0.033333333,0.034,0.034,0.0365,0.058,0.135
-23.7455,600.8301,1262.704124,0.622041408,763.5075692,463.9148497,29.614,27.49,18.60285357,45.05833333,0.382835,101.1624207,0.031666667,0.034,0.034,0.036166667,0.057166667,0.134333333
-30.3135,643.8116167,1346.421365,0.614308224,800.0722429,502.323219,31.428,26.92,22.49563762,39.525,0.53249,125.9663246,0.029666667,0.033666667,0.034,0.042666667,0.057,0.134
-23.993,638.0133667,1346.014214,0.555293594,759.3238168,608.1038378,32.388,26.4235,25.27435197,35.32166667,0.64898,156.3518215,0.03,0.033,0.034,0.032333333,0.057,0.134
-17.9905,573.1102333,1220.713406,0.526527815,679.3187276,610.8671062,33.446,25.9385,28.47510899,30.95833333,0.62188,146.3737743,0.0295,0.032833333,0.034,0.0415,0.056,0.134
-16.112,464.33915,1001.666631,0.506531085,569.5322689,554.8454551,33.9025,25.5465,29.19233804,30.82,0.612635,143.8564788,0.03,0.032,0.033166667,0.032833333,0.056,0.134
-12.564,315.2614833,705.9138861,0.549262673,470.8687131,386.4054775,33.8765,25.2115,28.6604856,31.98833333,0.564225,143.4271035,0.03,0.032,0.033,0.033666667,0.056,0.133833333
-6.7383,156.8684367,411.8289395,0.630029075,354.2059378,207.9997635,33.638,24.8365,28.82176582,30.78333333,0.60447,139.4203016,0.030666667,0.032,0.033,0.034833333,0.055666667,0.133
-1.35549,19.31815633,165.3950833,0.782696882,214.9763271,59.68469698,32.9565,24.7035,27.00744832,32.855,0.54934,133.4457426,0.031166667,0.032,0.033,0.036166667,0.055,0.133
-5.79695,133.467455,388.0661686,0.952198551,251.5493946,12.62806549,24.774,32.5165,6.943783315,73.51833333,0.242705,11.49968668,0.035,0.034,0.033,0.04,0.057,0.134
-17.45395,276.4161167,663.3275316,0.836572792,437.7526239,85.51639464,26.1665,31.14,8.982764623,68.21166667,0.23811,19.39381318,0.034166667,0.034,0.033166667,0.038666667,0.057,0.134
-28.6945,405.3004833,900.290195,0.750775605,594.3274477,197.2905053,27.395,29.8865,10.93499203,63.72166667,0.28204,30.8709361,0.033166667,0.034,0.033833333,0.037,0.057,0.134
-32.471,531.4309833,1132.414035,0.70355686,717.5755553,302.3499061,28.897,28.9465,13.73142549,57.90833333,0.306885,51.66325595,0.032666667,0.034,0.034,0.035666667,0.057,0.133666667
-30.697,621.2537667,1315.251281,0.661706538,808.5305418,413.3563448,30.2755,28.2265,18.24325593,48.04166667,0.41362,76.51282675,0.031166667,0.034,0.033666667,0.036166667,0.057,0.133
-20.3025,660.8486667,1393.90916,0.606541375,832.3522973,539.9403953,31.8035,27.61,22.89107721,39.64166667,0.56911,114.3191299,0.029166667,0.033166667,0.033,0.043,0.056333333,0.133
-18.0535,655.8364,1396.776193,0.559613942,791.3866895,622.778739,32.8015,27.0465,25.99628831,34.85333333,0.63683,132.7507114,0.03,0.033,0.033333333,0.035,0.056,0.133
-20.3015,596.98445,1280.141896,0.518070429,700.5147499,651.6464829,33.5065,26.5785,27.72800818,32.96,0.74299,125.4918803,0.029166667,0.032,0.033166667,0.042333333,0.0555,0.132166667
-16.7785,479.6375833,1039.763507,0.512323897,598.611757,569.8126713,33.844,26.1615,28.51360992,32.22833333,0.74088,114.7431476,0.0295,0.032,0.033,0.034,0.055,0.132
-13.4015,329.9596333,741.080298,0.550735657,494.2359209,403.1745053,33.802,25.7335,28.24489179,32.725,0.713505,111.5362829,0.03,0.032,0.033,0.0335,0.055,0.132
-8.14375,169.7116,433.6987746,0.64637465,373.9146279,204.5650942,33.4525,25.4585,26.90327941,34.785,0.73106,107.0347932,0.03,0.032,0.033,0.0345,0.055,0.132
-3.49375,27.91013483,169.2553525,0.750054024,222.6182246,74.18469538,32.785,25.378,23.91605526,40.01666667,0.51292,104.7434394,0.030833333,0.032,0.033,0.035666667,0.055,0.132
-18.8285,299.91285,624.5443482,0.972574396,782.7340135,22.07229915,25.74,24.835,8.518302064,69.11666667,0.401715,63.01119669,0.111,0.035333333,0.034,0.039333333,0.057,0.132
-14.2225,181.2391167,400.1162478,0.992334726,476.7073205,3.682318385,25.6455,24.675,7.920729755,71.14,0.21803,65.85014321,0.11,0.035,0.034,0.04,0.057,0.132
-31.6585,526.6179833,1073.207109,0.979520132,678.959138,14.19571997,26.087,24.5,9.361985881,66.72833333,0.41897,63.59089854,0.1085,0.035,0.034,0.038833333,0.057,0.132
-35.1535,502.7511,1019.710017,0.746084014,826.6361033,281.3304092,27.3875,24.5235,10.8589644,63.94,0.420425,65.94481136,0.1065,0.035,0.034,0.038,0.0565,0.132
-20.5345,287.03865,616.3532646,0.905921151,686.086471,71.24927507,27.327,24.485,10.52460654,64.935,0.380825,78.32506848,0.105833333,0.035,0.034,0.038833333,0.056,0.132
-22.923,275.3708167,604.3858253,0.831162258,560.752748,113.9082372,27.5875,24.425,10.66373994,64.95666667,0.332575,79.90770473,0.105,0.034,0.033666667,0.039,0.056,0.132
-15.5935,154.0097833,381.7605918,0.808883129,402.0528478,94.99404758,27.327,24.208,10.04342653,66.53666667,0.34703,77.55865472,0.104,0.034,0.033,0.039,0.056,0.132
-3.60185,26.25912767,142.5726071,0.885741019,222.0042939,28.63815039,26.812,24.258,8.529663663,70.80333333,0.21119,67.11370941,0.104,0.034,0.033166667,0.039833333,0.056,0.132
-1.48595,78.36631833,192.8953168,0.993041566,130.9651731,0.917698209,23.886,27.6665,3.253989123,86.96666667,0.24754,4.04909964,0.103,0.036,0.034,0.041,0.057666667,0.133
-6.8276,141.300475,310.4266783,0.991627882,215.1819348,1.816738569,24.3895,26.86,3.995754911,84.43333333,0.21721,10.24339955,0.102666667,0.036,0.034,0.040833333,0.057,0.133
-14.3305,321.6888667,684.7053829,0.9900905,507.4333954,5.078738761,25.554,26.24,6.394158929,76.62333333,0.24974,15.37455484,0.102,0.035666667,0.034,0.039833333,0.057,0.133
-22.685,472.7225833,999.5462232,0.856023865,716.6744807,120.5387205,26.774,25.845,8.824898471,69.74166667,0.28094,35.57531407,0.1005,0.035,0.034,0.039,0.057,0.133
-32.732,591.2819,1220.991503,0.72637922,830.3589486,312.7890462,27.605,25.485,10.93704251,64.11166667,0.329755,58.51504338,0.099,0.035,0.034,0.037833333,0.057,0.133
-35.6045,604.9195833,1243.206437,0.686404966,860.8666899,393.300649,28.5695,25.16,12.66435391,60.49333333,0.375595,79.69938644,0.097166667,0.034333333,0.034,0.037,0.0565,0.133
-32.8335,547.3313833,1121.215366,0.713645362,856.465271,343.6620143,29.0355,24.96,13.133426,60.00666667,0.32293,99.27793489,0.096,0.034,0.034,0.037,0.056,0.132333333
-29.4025,454.0007333,957.5754585,0.753799233,797.5976003,260.5058907,29.622,24.845,14.39922352,57.475,0.354565,113.9973113,0.0945,0.034,0.034,0.037,0.056,0.132
-24.288,398.2470667,839.7183308,0.786661149,687.3755967,186.41307,29.9155,24.7135,14.76953697,57.04333333,0.401125,121.1774743,0.0935,0.033,0.0335,0.037666667,0.056,0.132
-22.0605,276.5186667,615.2448775,0.722740557,535.4141882,205.3968578,30.028,24.56,14.62827669,57.705,0.37865,119.6396144,0.0925,0.033,0.033,0.038,0.055833333,0.132
-9.55585,125.607895,336.6447685,0.833097153,387.260351,77.58381469,29.6155,24.405,13.66582629,59.63333333,0.2959,112.9371242,0.092,0.033,0.033,0.0385,0.055666667,0.132
-2.0582,20.87475217,142.9852019,0.919391432,214.2870883,18.78783598,29.0025,24.3515,12.06810825,63.19333333,0.216865,105.470324,0.091666667,0.0335,0.033,0.039,0.055833333,0.132
-0.8619,100.697545,265.1083517,0.989671097,148.4070055,1.548879752,24.465,28.375,4.264037437,83.45,0.16133,16.51979779,0.0905,0.035,0.034,0.041,0.057,0.133
-11.887,212.3110667,451.3180648,0.971957012,363.8426063,10.49761844,25.1655,27.6815,5.350834114,79.99666667,0.36892,26.8779341,0.09,0.035,0.034,0.04,0.057,0.133
-25.385,381.6427667,825.9997807,0.894587072,560.7262605,66.072715,26.0635,27.145,7.1970416,74.40333333,0.323535,25.58813947,0.089166667,0.035,0.034,0.039333333,0.057,0.133
-28.184,514.9478167,1130.145929,0.739615534,724.1151416,254.9274944,27.3605,26.7835,9.439717496,68.62833333,0.407955,22.216517,0.087666667,0.034666667,0.034,0.0385,0.057,0.133
-26.449,623.8749,1348.502965,0.662075968,809.6310623,413.2362538,28.438,26.4585,11.49761766,63.89833333,0.28566,49.6813476,0.086166667,0.034,0.034,0.037333333,0.057,0.132333333
-37.86,716.3362833,1549.712847,0.482904683,722.4562719,773.6076467,29.496,26.1565,14.17144062,57.875,0.297845,61.23594195,0.084166667,0.033833333,0.034,0.035666667,0.056,0.132
-36.163,685.0879167,1472.24734,0.444420935,677.3263899,846.7386041,30.595,26.0335,16.16717309,54.61,0.24025,85.41735733,0.083333333,0.033,0.034,0.036833333,0.056,0.132
-29.0355,609.9746667,1317.829534,0.430546865,608.7215913,805.1119331,31.1235,25.9585,18.12566424,50.5,0.29303,96.32751425,0.0815,0.033,0.033333333,0.036333333,0.055166667,0.131833333
-20.592,404.4585667,908.8275811,0.567020159,622.4904338,475.3372605,31.031,25.8685,16.55899222,54.56333333,0.39744,100.7981766,0.080666667,0.033,0.033,0.037,0.055,0.131
-20.573,298.7552833,688.6851899,0.627182203,518.0497217,307.9458491,31.056,25.6765,16.62328847,54.42833333,0.33232,96.99453674,0.079666667,0.033,0.033,0.037666667,0.055,0.131
-9.44855,132.8996633,362.0568362,0.751713611,390.1318967,128.8581696,30.8145,25.457,14.53248959,59.67666667,0.226605,102.2837366,0.079,0.033,0.033,0.038,0.055,0.131
3.35115,115.8817933,311.5268226,0.98305716,185.5042898,3.197138015,25.867,29.808,4.609083791,83.41666667,0.184055,2.84516512,0.077,0.034,0.033,0.04,0.057,0.132
-14.7185,232.2907833,538.46168,0.905967059,413.8064927,42.9501723,26.8225,29.068,6.673431675,77.17666667,0.349395,5.809248258,0.076,0.034,0.034,0.0395,0.057,0.132
-18.9825,245.2681,532.0196199,0.973273146,461.2880947,12.66733772,27.722,28.46,7.933529289,74.12166667,0.14797,7.973735079,0.075166667,0.034,0.034,0.039,0.0565,0.132
-31.7615,507.1227833,1107.574291,0.841185422,720.2211243,135.9766951,28.687,27.978,9.657940848,70.06833333,0.159325,14.96790914,0.074,0.034,0.034,0.038,0.056,0.132
-36.633,590.3215167,1253.903075,0.672553018,795.1040776,387.1136164,30.116,27.612,12.64272069,63.63166667,0.268245,25.68826561,0.072333333,0.034,0.034,0.036666667,0.056,0.132
-31.3885,617.0354,1325.611698,0.641405905,832.4996061,465.4298315,30.999,27.35,14.63178868,59.78166667,0.196385,56.81423894,0.070833333,0.033,0.034,0.035666667,0.055833333,0.132
-26.166,545.6305833,1157.13233,0.61547982,806.2821347,503.723667,31.4515,27.113,15.79188715,57.58166667,0.26959,83.87240319,0.069666667,0.033,0.033166667,0.036,0.055,0.132
-31.2935,488.8327,1028.02591,0.729846886,780.9911891,289.0841987,32.074,26.875,17.14313468,55.41333333,0.33844,111.0054732,0.068333333,0.032666667,0.033,0.035333333,0.055,0.132
-25.257,370.21045,801.221168,0.713739562,658.9895326,264.3017732,32.4045,26.645,17.43069371,55.41666667,0.349325,139.4615392,0.067166667,0.032,0.033,0.035666667,0.0545,0.131
-13.6365,193.5007333,452.3452977,0.857633676,519.5263626,86.24085165,32.3635,26.42,16.20647384,58.47666667,0.217805,149.1765167,0.066166667,0.032,0.033,0.036166667,0.054,0.131
-8.41835,140.87177,347.5445039,0.847377442,367.9158995,66.26594376,32.0335,26.27,14.58522098,61.97833333,0.18111,141.1171717,0.065666667,0.032,0.033,0.036833333,0.054,0.131
6.3882,21.20364233,112.8539969,0.975575318,188.7848059,4.72645098,31.619,26.3235,14.52430713,61.315,0.14257,131.2549996,0.065166667,0.032,0.033,0.037666667,0.054,0.131
-6.3286,127.8417083,339.4936534,0.981766692,199.1612158,3.698809244,27.0045,29.5435,5.13255358,82.63166667,0.15656,38.2774177,0.064,0.034,0.033,0.0395,0.056,0.132
-12.641,266.8713667,642.3598376,0.890910606,434.0750066,53.15121319,28.3385,28.78,9.141671925,71.205,0.22481,41.9221201,0.063333333,0.034,0.033,0.0385,0.056,0.132
-21.3625,378.8250167,856.0266669,0.818746229,609.6522548,134.9646157,29.6305,28.08,11.85120589,65.035,0.3553,49.38872641,0.062,0.034,0.033,0.0375,0.056,0.132
-35.221,479.4632667,1081.805945,0.80437241,762.4137881,185.4230334,31.442,27.605,15.09900417,59.43666667,0.12575,57.31481529,0.060666667,0.034,0.033,0.036666667,0.055833333,0.132
-32.0615,580.53165,1267.639349,0.676741885,826.6592979,394.8689044,32.45,27.2635,16.22734516,58.595,0.10811,74.84125054,0.058833333,0.033,0.033,0.034666667,0.055,0.132
-17.5485,580.61675,1264.285037,0.665570515,871.3409663,437.8230471,33.0995,27.0765,18.20941682,55.05666667,0.1378,103.8873665,0.057,0.033,0.033,0.033166667,0.055,0.131166667
-16.7175,314.6107833,719.6628601,0.907508886,881.8884351,89.87993951,33.022,26.92,17.34912693,57.00333333,0.25333,121.1427505,0.0565,0.032166667,0.033,0.035,0.054166667,0.131
-18.434,182.8170667,450.5974416,0.981740764,575.0645023,10.69553053,33.427,26.7385,16.46070766,60.04166667,0.115435,123.5272745,0.056,0.032,0.033,0.035666667,0.054,0.131
-7.671,177.3052667,430.0603526,0.984124657,442.8651474,7.144050572,32.636,26.5685,16.07321824,59.375,0.272205,118.228936,0.055333333,0.032,0.033,0.036,0.054,0.131
-7.72385,143.0970483,345.8407624,0.984682934,340.9541993,5.303654329,31.793,26.4565,14.47152983,61.875,0.381755,101.7570465,0.055,0.032,0.033,0.0365,0.054,0.131
0.424065,74.88083167,203.3360503,0.976446564,303.1709235,7.312962385,28.306,26.345,9.372578477,70.395,0.658715,84.88042735,0.055,0.032,0.033,0.037333333,0.054,0.130166667
2.958735,24.55431167,87.6273667,0.989257011,124.4480189,1.351462473,27.6535,26.248,7.786644033,74.50166667,0.17087,87.10850913,0.055,0.032333333,0.032666667,0.038,0.054,0.13
-4.7334,138.0157183,365.608939,0.980701013,214.5803979,4.222677772,26.661,22.558,9.816657604,66.19333333,0.48101,20.47467682,0.054,0.034,0.033,0.04,0.056,0.131
-7.9598,136.6801667,332.484689,0.936537348,427.1810268,28.94710048,26.9685,22.3285,12.64147062,57.07833333,0.816965,32.56221241,0.053333333,0.034,0.033,0.04,0.056,0.131
1.707,26.45808367,65.69416851,0.998839457,143.5919034,0.166838173,21.9975,20.062,4.74247305,78.955,0.423595,27.49275295,0.090666667,0.035,0.034,0.042,0.057,0.132
-4.2293,103.908515,303.4733861,0.981857288,207.1354545,3.827438919,20.804,25.91,5.269891517,75.01166667,0.319905,5.756309288,0.093833333,0.036,0.035,0.042833333,0.059,0.135
-11.73775,205.72065,527.8580475,0.970734609,400.8945195,12.08603745,21.832,25.275,6.298625113,71.80166667,0.25706,6.531382612,0.093,0.036,0.035,0.042,0.059,0.135
-19.2945,401.7130667,952.9333645,0.921188385,607.3297596,51.95966422,23.4315,24.812,8.629795045,64.62166667,0.28456,11.36923132,0.091666667,0.036,0.035,0.040666667,0.058,0.135
-27.6065,514.79905,1196.479842,0.67386447,770.7507964,373.0263729,25.2695,24.4665,11.53701153,57.115,0.28662,22.22275774,0.089833333,0.035833333,0.035,0.04,0.058,0.135
-22.0855,760.4235,1717.533077,0.522275968,779.1016725,712.6416201,27.165,24.1885,14.8366295,50.26333333,0.23129,36.22651068,0.086833333,0.035,0.035,0.037333333,0.058,0.135
-21.524,377.3627333,894.280332,0.669102144,915.6569052,452.8290786,28.6055,23.857,16.97791093,47.11666667,0.176505,48.24833739,0.084833333,0.0345,0.035,0.037166667,0.057,0.134666667
-29.2955,666.98515,1474.853611,0.810494775,929.5456567,217.3410176,29.1245,23.5665,18.19498718,44.88333333,0.14057,61.0077913,0.083666667,0.034,0.035,0.037666667,0.056666667,0.134333333
-27.319,482.3850667,1095.401915,0.634592443,815.1835313,469.3945309,29.699,23.2035,19.77803575,41.83166667,0.18617,89.69640521,0.081833333,0.034,0.035,0.037833333,0.056,0.134
-23.3875,419.8757667,958.5498387,0.717999661,727.4932577,285.7290282,29.79,22.9035,19.08132607,44.13666667,0.21776,79.25916544,0.080333333,0.0335,0.034166667,0.038,0.056,0.134
-20.9755,168.6379333,445.0988779,0.792144431,571.3063155,149.90852,29.493,22.608,17.52523359,47.93666667,0.215765,76.03725278,0.079,0.033166667,0.034,0.038666667,0.056,0.133166667
-7.25165,109.08539,313.5525344,0.945213342,360.8606535,20.91628229,28.569,22.33,15.00896297,53.18,0.246645,81.29654415,0.078,0.033166667,0.034,0.039,0.056,0.133
0.00065,8.378767667,97.22524339,0.95362789,193.0309412,9.386524934,27.963,22.31,15.01079059,51.64666667,0.254105,92.73631629,0.077833333,0.034,0.034,0.039833333,0.056,0.133
-10.0358,165.15715,567.1943454,0.767769501,279.81952,84.63819776,23.4375,27.5585,8.329179226,65.955,0.320235,21.97779438,0.076333333,0.035,0.034166667,0.041666667,0.057666667,0.134
-8.4466,358.4436667,984.4837479,0.551698746,416.5215648,338.4585181,25.4375,26.675,12.3210563,54.71666667,0.298795,32.56176608,0.074666667,0.035,0.034,0.040833333,0.057333333,0.134
-15.123,525.2689,1319.302336,0.370894226,433.3203981,734.9922045,27.514,25.96,17.45698773,42.515,0.40452,39.81169642,0.072333333,0.035,0.034,0.039333333,0.057,0.133666667
-18.1825,656.3024,1557.854581,0.335469717,488.0433202,966.7625678,29.2585,25.363,22.3956153,32.65333333,0.54665,47.11572295,0.070333333,0.035,0.034,0.039,0.057,0.133
-16.2075,755.66285,1721.681136,0.322493594,528.9763379,1111.292949,30.623,24.735,25.72051844,27.91166667,0.65506,54.35974055,0.066833333,0.0345,0.034,0.037333333,0.057,0.133
-11.712,736.54085,1658.697926,0.332418533,570.4061757,1145.521543,31.5075,24.0835,28.37706881,24.00666667,0.7117,57.08792998,0.064,0.033666667,0.034,0.0385,0.056,0.132333333
-13.755,617.9219167,1413.699305,0.433269536,684.9565833,895.945204,32.307,23.502,30.65017544,21.215,0.57936,49.93512826,0.063166667,0.033,0.034,0.035,0.055166667,0.132
-15.746,554.2357333,1276.522365,0.491363548,676.9899678,700.7881991,32.652,23.0935,31.98596816,19.22833333,0.49483,48.03514115,0.060833333,0.032833333,0.034,0.033666667,0.055,0.132
-10.72575,338.1682333,834.1728222,0.666694217,670.060944,334.9889371,32.5615,22.7635,30.34868958,23.01,0.35121,40.67180009,0.059333333,0.032166667,0.034,0.035333333,0.054166667,0.131333333
-14.1815,298.33135,757.6548792,0.745779415,545.9994592,186.1197815,32.4525,22.4485,28.07691655,28.36166667,0.21091,48.45693528,0.058333333,0.032,0.034,0.036666667,0.054,0.131
-7.4077,224.7227667,619.179756,0.258531884,201.1878285,577.0056607,33.5675,22.1365,31.34406169,24.44833333,0.138435,50.78824722,0.057333333,0.032666667,0.0335,0.0375,0.054,0.131
-2.70155,19.204925,211.6703918,0.351141207,141.5546561,261.5727849,32.444,21.975,27.11865441,30.97666667,0.22774,52.31302365,0.057,0.033,0.033,0.0385,0.054,0.131
-9.8436,150.1344883,493.9451732,0.837983563,261.1746149,50.49571681,22.561,28.8835,8.422904218,63.75833333,0.217205,26.60628132,0.056333333,0.035,0.034,0.042,0.057,0.132
-14.375,326.4888833,874.0856894,0.594681291,407.8300781,277.9659682,24.196,27.6265,11.43438668,55.04333333,0.333075,29.35245496,0.055333333,0.035,0.034,0.040833333,0.057,0.1315
-14.6135,495.1627167,1219.489302,0.457361207,484.7024832,575.0780045,25.7575,26.7465,15.13612616,45.24333333,0.361425,35.38568247,0.0535,0.035,0.034,0.039166667,0.057,0.131
-19.8595,627.4914333,1474.718614,0.392962403,532.6121925,822.7647816,27.619,25.955,18.18825337,40.36,0.381055,25.02335855,0.052166667,0.035,0.034,0.038,0.056833333,0.131
-15.636,716.90035,1634.117033,0.351350055,551.4029391,1017.980445,29.0245,25.3435,21.31565728,35.085,0.19714,63.68841272,0.049666667,0.0345,0.034,0.037833333,0.056,0.131
-17.909,747.9193167,1670.426997,0.338265519,562.9273538,1101.230893,29.919,24.76,23.14019808,32.73,0.37665,43.40397609,0.0475,0.033833333,0.034,0.039666667,0.055666667,0.130833333
-14.4845,711.03845,1589.064039,0.324694932,535.41967,1113.573332,30.8575,24.245,25.1320007,30.40666667,0.33253,107.9286223,0.048,0.033,0.034,0.034,0.055,0.13
-15.905,617.9418833,1384.073272,0.336203517,505.1768145,997.4154833,31.149,23.7365,25.20911384,31.22,0.414925,112.8346455,0.047,0.033,0.034,0.038833333,0.054166667,0.13
-17.296,471.0968833,1061.484724,0.393869656,482.0934237,741.8988712,31.2265,23.2065,24.37501441,33.76333333,0.514715,119.6538069,0.047,0.032,0.034,0.033833333,0.054,0.13
-15.2085,328.8059,754.3112866,0.444302858,411.5241428,514.7002445,31.049,22.8,23.95295044,34.31166667,0.53128,137.2310406,0.046833333,0.032,0.033166667,0.035333333,0.054,0.129333333
-3.81765,156.124605,437.895476,0.522763657,303.6975522,277.2486327,30.62,22.5185,22.62158896,36.575,0.41934,133.9405734,0.046833333,0.032,0.033,0.0365,0.054,0.129
-2.53022,8.154309667,149.8024707,0.689322207,194.7906671,87.79223107,29.7915,22.3485,20.05409631,41.31666667,0.25873,125.2874545,0.047,0.032333333,0.033,0.0375,0.054,0.129
-7.23375,131.6951183,422.0782745,0.908864666,240.1016586,24.07591116,22.5925,28.6115,6.908322044,70.375,0.171185,14.59004749,0.048,0.035,0.034,0.041166667,0.056,0.13
-18.21,292.3147833,760.3982354,0.697690455,414.2603225,179.4991585,24.605,27.5315,10.56555211,59.37666667,0.19364,20.18051319,0.047166667,0.035,0.034,0.040166667,0.056,0.13
-15.601,449.0368167,1074.301098,0.571043116,524.7864056,394.20971,26.3875,26.7015,13.36454073,53.235,0.26438,36.31858326,0.045833333,0.035,0.034,0.038666667,0.056,0.13
-23.7185,566.6406833,1297.344201,0.483786268,587.7530448,627.1492448,27.9055,25.9485,16.73132389,45.955,0.14478,29.1995184,0.044833333,0.035,0.034,0.037166667,0.056,0.129
-24.5235,586.24155,1319.221147,0.513624726,694.5176695,657.6712633,28.813,25.2315,18.52154594,42.94166667,0.249495,68.04197638,0.043333333,0.034,0.034,0.034833333,0.056,0.129
-16.7515,670.6845667,1472.807565,0.592069504,793.2296166,546.5279823,29.386,24.6215,20.69305727,38.14166667,0.357395,91.34928982,0.041666667,0.034,0.034,0.038666667,0.055,0.129
-29.025,603.05665,1338.637325,0.425295988,634.0207302,856.7545146,30.126,24.145,22.85853761,34.25,0.42742,97.73262286,0.042,0.033,0.034,0.033,0.054833333,0.128
-21.499,478.50525,1082.92498,0.622065429,733.8630896,445.85701,30.192,23.7415,23.34396326,33.07666667,0.564695,108.0149379,0.041666667,0.033,0.034,0.033166667,0.054,0.128
-17.031,334.9935167,798.6011349,0.692195902,642.8359277,285.8548163,30.082,23.3115,23.48859342,32.27666667,0.521655,110.5446986,0.042,0.033,0.033833333,0.0345,0.054,0.128
-14.6915,249.3077667,613.7832187,0.702551765,509.566209,215.7414974,29.896,22.8515,22.37576398,34.85666667,0.498925,104.5816354,0.042,0.0325,0.033,0.035666667,0.054,0.128
-2.217655,88.59655667,300.6211263,0.790061172,354.8757953,94.29929098,29.3725,22.66,20.00003953,40.17,0.418105,114.7703114,0.042,0.032833333,0.033,0.036666667,0.054,0.128
1.553325,-5.0819999,112.2415662,0.930286345,182.5345605,13.67874684,28.541,22.7265,18.14426838,43.3,0.28075,115.6675844,0.042333333,0.033,0.033,0.037666667,0.054,0.128
-5.5006,112.3309633,350.0071744,0.979540519,194.5351662,4.06321988,22.299,28.553,6.058551404,73.57166667,0.19053,22.19172207,0.044,0.035,0.034,0.040833333,0.056,0.128833333
-15.7995,265.0678167,673.7905771,0.804954105,420.9259107,101.9932324,24.016,27.425,7.800329781,68.97666667,0.360285,26.22027949,0.043333333,0.035,0.034,0.039666667,0.056,0.128166667
-28.174,402.5027167,943.0077263,0.694865036,571.5801551,250.9970722,25.429,26.875,9.667369168,64.39666667,0.39348,36.05634489,0.042666667,0.034666667,0.034,0.0385,0.056,0.128
-30.379,457.39665,1037.753686,0.678940913,696.3795579,329.3055117,26.728,25.99,12.5102306,56.97666667,0.35462,46.58963199,0.041666667,0.034166667,0.034,0.037666667,0.0555,0.128
-19.91425,583.2847333,1288.747382,0.768243106,833.3615696,251.4012651,27.5615,23.6965,14.90776803,50.99333333,0.473015,76.34687914,0.040333333,0.034,0.034,0.035666667,0.055,0.128
-32.739,591.44705,1294.817138,0.517657943,743.1418806,692.4429315,28.5215,23.075,17.88839735,44.05,0.406495,100.2656247,0.038333333,0.033833333,0.034,0.033,0.055,0.128
-29.009,527.2949667,1149.747057,0.765723532,866.3154388,265.0530024,29.056,22.417,19.20028317,41.595,0.4797,118.7186271,0.039,0.033,0.034,0.0345,0.054166667,0.127333333
-26.4435,537.4400833,1167.0412,0.592791712,717.711275,493.0196782,29.7025,21.9565,21.29142024,37.38833333,0.55372,122.7491594,0.038833333,0.033,0.034,0.034,0.054,0.127
-18.5815,414.6837167,920.9619984,0.604679407,619.1498755,404.7809347,29.796,21.532,21.51119429,37.045,0.562205,117.8108478,0.039,0.033,0.034,0.0345,0.054,0.127
-14.224,296.8898667,693.9381686,0.579982425,477.4924775,345.7953614,29.6935,21.105,21.69710877,36.16166667,0.51687,122.6558291,0.039,0.032333333,0.033333333,0.035666667,0.053166667,0.127
