-0.319134157,-0.564192222,0.827380329,-0.668143768,-0.967989328,-0.485023991,-0.39439609,-0.702017418,0.232122609,-0.692347693,-0.906767272,-0.376623377,-0.601328904,-0.746724891,-0.869300912,-0.783783784,-0.026666667
-0.119174997,-0.318141589,0.523648588,-0.423040193,-0.820282766,-0.36422242,-0.351827867,-0.650674531,0.183035224,-0.580258466,-0.827137866,-0.383116883,-0.601328904,-0.746724891,-0.878419453,-0.783783784,-0.022857143
0.15444197,0.01813284,0.377929847,-0.216393186,-0.65231285,-0.247884567,-0.282390342,-0.571968166,0.087859834,-0.546715266,-0.649344289,-0.38961039,-0.601328904,-0.73216885,-0.88449848,-0.783783784,-0.02
0.091707561,-0.093115108,0.605110083,-0.021656055,-0.759766798,-0.125852837,-0.187200551,-0.483283909,-0.000951022,-0.561772952,-0.450019378,-0.38961039,-0.617940199,-0.729257642,-0.896656535,-0.783783784,-0.017142857
0.356466523,0.203588724,0.648104532,0.105983935,-0.763819565,-0.047439015,-0.096207202,-0.398769675,-0.095650902,-0.410368154,-0.293573737,-0.4004329,-0.621262458,-0.729257642,-0.910334347,-0.783783784,-0.017142857
0.151346673,-0.038612336,0.556600748,0.170492123,-0.668568052,0.051149407,0.07035229,-0.311422074,-0.164161089,-0.130771846,-0.083743504,-0.402597403,-0.627906977,-0.729257642,-0.920972644,-0.791505792,-0.017142857
0.04708959,-0.157999877,0.903264046,0.045006373,-0.946135462,0.084047362,0.080103734,-0.257416383,-0.22385603,-0.147021147,0.091937462,-0.402597403,-0.641196013,-0.729257642,-0.914893617,-0.791505792,-0.017142857
0.003653658,-0.206258676,0.834325095,-0.018460319,-0.910368414,0.141337604,0.087651291,-0.124825714,-0.380591829,-0.053270417,0.220506028,-0.402597403,-0.641196013,-0.740902475,-0.914893617,-0.797940798,-0.02
-0.231547744,-0.488315152,0.924670036,-0.214693159,-0.968746495,0.171986126,0.088647568,-0.084798743,-0.411061121,0.006588913,0.289766689,-0.402597403,-0.65448505,-0.746724891,-0.914893617,-0.799227799,-0.023809524
-0.41126844,-0.742385811,0.950272725,-0.422228954,-0.984966535,0.182987258,0.061989596,-0.076534901,-0.411938988,0.075679394,0.309507933,-0.402597403,-0.661129568,-0.746724891,-0.90881459,-0.799227799,-0.03047619
-0.199769784,-0.306358693,0.517703482,-0.60892479,-0.875704649,-0.761774521,-0.837498075,-0.522578899,-0.543180072,0.049278149,-0.535391741,-0.168831169,-0.561461794,-0.714701601,-0.829787234,-0.760617761,-0.004761905
0.082727401,0.058596627,-0.290454286,-0.543990837,-0.262384317,-0.713482011,-0.816244154,-0.45721805,-0.68590658,0.324912723,-0.555983453,-0.181818182,-0.561461794,-0.711790393,-0.832826748,-0.760617761,0
0.401967096,0.416901234,-0.419758686,-0.453026124,0.136224682,-0.650287008,-0.781012158,-0.37695719,-0.836826512,0.126787315,-0.577537346,-0.181818182,-0.561461794,-0.711790393,-0.835866261,-0.760617761,0
